symbol,period_label,period_end,period_type,revenue,expenses,operating_profit,opm_pct,other_income,interest,depreciation,pbt,tax_pct,pat,eps,dividend_payout_pct,source
GEMAROMA,Mar 2024,2024-03-31,annual,452.0,374.0,78.0,17.0,2.0,6.0,6.0,68.0,26.0,50.0,10.69,0.0,screener
GEMAROMA,Mar 2025,2025-03-31,annual,504.0,416.0,88.0,18.0,2.0,8.0,7.0,75.0,29.0,53.0,11.39,0.0,screener
GEMAROMA,Mar 2026,2026-03-31,annual,366.0,326.0,41.0,11.0,1.0,13.0,23.0,6.0,78.0,1.0,0.27,0.0,screener
GENCON,Mar 2024,2024-03-31,annual,289.0,261.0,28.0,10.0,4.0,10.0,11.0,11.0,1.0,11.0,2.1,0.0,screener
GENCON,Mar 2025,2025-03-31,annual,302.0,266.0,36.0,12.0,8.0,13.0,13.0,19.0,35.0,12.0,2.13,0.0,screener
GENCON,Mar 2026,2026-03-31,annual,305.0,271.0,34.0,11.0,5.0,11.0,14.0,14.0,40.0,8.0,1.49,0.0,screener
GENCON,TTM,,annual,301.0,263.0,38.0,13.0,10.0,12.0,15.0,20.0,,13.0,2.25,,screener
GENESYS,Mar 2022,2022-03-31,annual,120.0,92.0,28.0,23.0,-42.0,3.0,19.0,-36.0,11.0,-40.0,4.28,0.0,screener
GENESYS,Mar 2023,2023-03-31,annual,181.0,122.0,59.0,32.0,6.0,3.0,37.0,25.0,40.0,15.0,5.05,0.0,screener
GENESYS,Mar 2024,2024-03-31,annual,198.0,117.0,81.0,41.0,5.0,5.0,44.0,37.0,42.0,22.0,5.58,0.0,screener
GENESYS,Mar 2025,2025-03-31,annual,311.0,168.0,143.0,46.0,4.0,10.0,55.0,83.0,32.0,56.0,14.12,0.0,screener
GENESYS,Mar 2026,2026-03-31,annual,328.0,218.0,109.0,33.0,15.0,12.0,65.0,46.0,29.0,33.0,7.8,0.0,screener
GENUSPOWER,Mar 2022,2022-03-31,annual,685.0,625.0,60.0,9.0,59.0,26.0,20.0,73.0,20.0,57.0,2.23,10.0,screener
GENUSPOWER,Mar 2023,2023-03-31,annual,808.0,730.0,79.0,10.0,14.0,29.0,19.0,45.0,34.0,29.0,1.12,60.0,screener
GENUSPOWER,Mar 2024,2024-03-31,annual,1201.0,1065.0,136.0,11.0,80.0,58.0,21.0,137.0,26.0,87.0,2.85,19.0,screener
GENUSPOWER,Mar 2025,2025-03-31,annual,2442.0,1972.0,470.0,19.0,88.0,116.0,35.0,407.0,26.0,311.0,10.25,22.0,screener
GENUSPOWER,Mar 2026,2026-03-31,annual,4751.0,3838.0,913.0,19.0,70.0,161.0,55.0,768.0,26.0,592.0,19.47,0.0,screener
GENUSPOWER,TTM,,annual,5173.0,4200.0,973.0,19.0,92.0,175.0,64.0,826.0,,652.0,21.42,,screener
GENXAI,Mar 2023,2023-03-31,annual,17.0,15.0,1.0,8.0,0.0,0.0,0.0,1.0,27.0,1.0,43.66,0.0,screener
GENXAI,Mar 2024,2024-03-31,annual,24.0,20.0,4.0,17.0,0.0,0.0,0.0,4.0,25.0,3.0,137.73,0.0,screener
GENXAI,Mar 2025,2025-03-31,annual,29.0,19.0,10.0,34.0,0.0,1.0,1.0,9.0,26.0,7.0,343.56,0.0,screener
GENXAI,Mar 2026,2026-03-31,annual,88.0,64.0,24.0,27.0,1.0,1.0,1.0,22.0,22.0,17.0,10.31,0.0,screener
GEOJITFSL,Mar 2022,2022-03-31,annual,500.0,269.0,231.0,46.0,1.0,5.0,25.0,202.0,26.0,154.0,5.4,48.0,screener
GEOJITFSL,Mar 2023,2023-03-31,annual,447.0,292.0,155.0,35.0,1.0,8.0,29.0,119.0,19.0,101.0,3.48,37.0,screener
GEOJITFSL,Mar 2024,2024-03-31,annual,623.0,386.0,237.0,38.0,1.0,17.0,29.0,192.0,25.0,149.0,5.19,25.0,screener
GEOJITFSL,Mar 2025,2025-03-31,annual,749.0,463.0,285.0,38.0,1.0,32.0,31.0,223.0,25.0,172.0,6.0,25.0,screener
GEOJITFSL,Mar 2026,2026-03-31,annual,675.0,510.0,165.0,24.0,-8.0,10.0,38.0,108.0,27.0,84.0,2.88,52.0,screener
GEOJITFSL,TTM,,annual,672.0,533.0,139.0,21.0,11.0,11.0,41.0,98.0,,75.0,2.6,,screener
GESHIP,Mar 2022,2022-03-31,annual,3509.0,1969.0,1540.0,44.0,148.0,370.0,698.0,620.0,-2.0,630.0,44.09,22.0,screener
GESHIP,Mar 2023,2023-03-31,annual,5690.0,2563.0,3128.0,55.0,481.0,343.0,712.0,2554.0,-1.0,2575.0,180.36,16.0,screener
GESHIP,Mar 2024,2024-03-31,annual,5255.0,2234.0,3022.0,58.0,664.0,265.0,726.0,2694.0,3.0,2614.0,183.11,20.0,screener
GESHIP,Mar 2025,2025-03-31,annual,5323.0,2646.0,2677.0,50.0,834.0,236.0,813.0,2462.0,5.0,2344.0,164.2,18.0,screener
GESHIP,Mar 2026,2026-03-31,annual,5409.0,2261.0,3148.0,58.0,903.0,136.0,889.0,3026.0,3.0,2943.0,206.11,17.0,screener
GESHIP,TTM,,annual,6213.0,2370.0,3843.0,62.0,1049.0,111.0,926.0,3855.0,,3747.0,262.44,,screener
GFLLIMITED,Mar 2022,2022-03-31,annual,699.0,619.0,80.0,11.0,156.0,258.0,294.0,-317.0,-23.0,-244.0,-10.12,0.0,screener
GFLLIMITED,Mar 2023,2023-03-31,annual,2454.0,34.0,2420.0,99.0,-47.0,0.0,0.0,2372.0,6.0,2235.0,204.58,0.0,screener
GFLLIMITED,Mar 2024,2024-03-31,annual,4.0,12.0,-8.0,-238.0,0.0,0.0,0.0,-8.0,-7.0,-8.0,-0.69,0.0,screener
GFLLIMITED,Mar 2025,2025-03-31,annual,4.0,52.0,-48.0,-1325.0,0.0,0.0,0.0,-48.0,56.0,-76.0,-6.88,0.0,screener
GFLLIMITED,Mar 2026,2026-03-31,annual,4.0,2.0,2.0,48.0,51.0,0.0,0.0,53.0,15.0,45.0,4.1,0.0,screener
GFLLIMITED,TTM,,annual,4.0,2.0,2.0,40.0,69.0,0.0,0.0,71.0,,61.0,5.52,,screener
GHCL,Mar 2022,2022-03-31,annual,3052.0,2322.0,730.0,24.0,211.0,51.0,87.0,802.0,19.0,650.0,68.14,22.0,screener
GHCL,Mar 2023,2023-03-31,annual,4551.0,3048.0,1503.0,33.0,119.0,39.0,94.0,1489.0,23.0,1142.0,119.41,15.0,screener
GHCL,Mar 2024,2024-03-31,annual,3447.0,2596.0,851.0,25.0,270.0,27.0,102.0,991.0,20.0,794.0,82.94,14.0,screener
GHCL,Mar 2025,2025-03-31,annual,3183.0,2306.0,877.0,28.0,88.0,17.0,112.0,836.0,25.0,624.0,65.18,18.0,screener
GHCL,Mar 2026,2026-03-31,annual,3064.0,2375.0,690.0,22.0,73.0,10.0,111.0,642.0,26.0,472.0,51.39,23.0,screener
GICHSGFIN,Mar 2022,2022-03-31,annual,1152.0,216.0,,,5.0,702.0,9.0,230.0,25.0,174.0,32.22,14.0,screener
GICHSGFIN,Mar 2023,2023-03-31,annual,1123.0,126.0,,,6.0,703.0,10.0,290.0,26.0,213.0,39.6,11.0,screener
GICHSGFIN,Mar 2024,2024-03-31,annual,1060.0,140.0,,,10.0,711.0,15.0,204.0,26.0,151.0,28.11,16.0,screener
GICHSGFIN,Mar 2025,2025-03-31,annual,1079.0,151.0,,,-3.0,703.0,15.0,207.0,22.0,160.0,29.79,15.0,screener
GICHSGFIN,Mar 2026,2026-03-31,annual,1082.0,226.0,,,1.0,687.0,11.0,159.0,3.0,155.0,28.75,16.0,screener
GICRE,Mar 2022,2022-03-31,annual,48967.0,45816.0,3151.0,6.0,618.0,0.0,14.0,3755.0,41.0,2386.0,13.6,17.0,screener
GICRE,Mar 2023,2023-03-31,annual,46638.0,39709.0,6929.0,15.0,1112.0,1.0,10.0,8031.0,18.0,6907.0,39.37,18.0,screener
GICRE,Mar 2024,2024-03-31,annual,45978.0,38506.0,7472.0,16.0,465.0,1.0,12.0,7925.0,18.0,6686.0,38.11,26.0,screener
GICRE,Mar 2025,2025-03-31,annual,49617.0,40820.0,8797.0,18.0,324.0,1.0,15.0,9105.0,23.0,7432.0,42.36,24.0,screener
GICRE,Mar 2026,2026-03-31,annual,52986.0,42893.0,10092.0,19.0,1391.0,0.0,37.0,11447.0,21.0,9662.0,55.08,18.0,screener
GICRE,TTM,,annual,52763.0,43152.0,9611.0,18.0,1504.0,0.0,0.0,11115.0,,8875.0,50.6,,screener
GKENERGY,Mar 2024,2024-03-31,annual,411.0,357.0,54.0,13.0,1.0,6.0,1.0,48.0,25.0,36.0,277.62,0.0,screener
GKENERGY,Mar 2025,2025-03-31,annual,1095.0,895.0,200.0,18.0,4.0,22.0,1.0,180.0,26.0,133.0,7.83,0.0,screener
GKENERGY,Mar 2026,2026-03-31,annual,1715.0,1406.0,309.0,18.0,9.0,41.0,4.0,274.0,25.0,204.0,10.07,0.0,screener
GKSL,Mar 2023,2023-03-31,annual,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,screener
GKSL,Mar 2024,2024-03-31,annual,5.0,3.0,2.0,41.0,1.0,0.0,0.0,2.0,25.0,2.0,85.5,0.0,screener
GKSL,Mar 2025,2025-03-31,annual,40.0,24.0,17.0,41.0,0.0,1.0,3.0,13.0,26.0,10.0,1.66,0.0,screener
GKSL,Mar 2026,2026-03-31,annual,82.0,55.0,27.0,33.0,1.0,2.0,5.0,21.0,21.0,17.0,1.97,0.0,screener
GLAND,Mar 2022,2022-03-31,annual,4401.0,2890.0,1510.0,34.0,224.0,5.0,110.0,1619.0,25.0,1212.0,73.75,0.0,screener
GLAND,Mar 2023,2023-03-31,annual,3625.0,2600.0,1025.0,28.0,184.0,7.0,147.0,1055.0,26.0,781.0,47.42,0.0,screener
GLAND,Mar 2024,2024-03-31,annual,5665.0,4332.0,1333.0,24.0,170.0,26.0,345.0,1133.0,32.0,772.0,46.9,43.0,screener
GLAND,Mar 2025,2025-03-31,annual,5616.0,4348.0,1269.0,23.0,214.0,42.0,378.0,1063.0,34.0,699.0,42.4,42.0,screener
GLAND,Mar 2026,2026-03-31,annual,6431.0,4801.0,1630.0,25.0,292.0,33.0,424.0,1465.0,30.0,1027.0,62.35,32.0,screener
GLAND,TTM,,annual,6725.0,4974.0,1751.0,26.0,296.0,26.0,434.0,1587.0,,1129.0,68.49,,screener
GLAXO,Mar 2022,2022-03-31,annual,3278.0,2516.0,762.0,23.0,1401.0,2.0,68.0,2093.0,19.0,1695.0,100.04,90.0,screener
GLAXO,Mar 2023,2023-03-31,annual,3252.0,2447.0,804.0,25.0,103.0,2.0,66.0,839.0,27.0,611.0,36.05,89.0,screener
GLAXO,Mar 2024,2024-03-31,annual,3454.0,2545.0,909.0,26.0,-21.0,2.0,70.0,816.0,28.0,590.0,34.83,92.0,screener
GLAXO,Mar 2025,2025-03-31,annual,3749.0,2570.0,1179.0,31.0,149.0,1.0,67.0,1260.0,26.0,928.0,54.75,99.0,screener
GLAXO,Mar 2026,2026-03-31,annual,3822.0,2512.0,1309.0,34.0,166.0,3.0,66.0,1406.0,26.0,1036.0,61.15,93.0,screener
GLAXO,TTM,,annual,3955.0,2601.0,1354.0,34.0,166.0,3.0,67.0,1449.0,,1068.0,63.05,,screener
GLENMARK,Mar 2022,2022-03-31,annual,12305.0,9978.0,2327.0,19.0,-101.0,298.0,487.0,1441.0,31.0,994.0,33.37,7.0,screener
GLENMARK,Mar 2023,2023-03-31,annual,11583.0,9948.0,1635.0,14.0,-10.0,349.0,569.0,707.0,47.0,377.0,10.53,24.0,screener
GLENMARK,Mar 2024,2024-03-31,annual,11813.0,10618.0,1195.0,10.0,336.0,516.0,582.0,434.0,430.0,-1434.0,-53.22,-5.0,screener
GLENMARK,Mar 2025,2025-03-31,annual,13322.0,10970.0,2351.0,18.0,-259.0,207.0,486.0,1399.0,25.0,1047.0,37.11,7.0,screener
GLENMARK,Mar 2026,2026-03-31,annual,16983.0,12410.0,4572.0,27.0,-1805.0,209.0,573.0,1985.0,31.0,1362.0,48.26,5.0,screener
GLENMARK,TTM,,annual,17737.0,12940.0,4797.0,27.0,-1443.0,204.0,617.0,2533.0,,1798.0,63.71,,screener
GLOBAL,Mar 2023,2023-03-31,annual,62.0,28.0,34.0,55.0,2.0,0.0,6.0,30.0,26.0,23.0,4.44,23.0,screener
GLOBAL,Mar 2024,2024-03-31,annual,74.0,30.0,44.0,59.0,5.0,0.0,4.0,45.0,25.0,34.0,6.65,30.0,screener
GLOBAL,Mar 2025,2025-03-31,annual,72.0,37.0,35.0,48.0,6.0,0.0,4.0,37.0,24.0,28.0,5.54,27.0,screener
GLOBAL,Mar 2026,2026-03-31,annual,94.0,58.0,36.0,38.0,4.0,0.0,4.0,35.0,25.0,26.0,5.21,19.0,screener
GLOBAL,TTM,,annual,93.0,58.0,36.0,38.0,4.0,0.0,4.0,35.0,,26.0,5.12,,screener
GLOBUSSPR,Mar 2021,2021-03-31,annual,1224.0,969.0,255.0,21.0,7.0,19.0,41.0,202.0,30.0,141.0,48.9,4.0,screener
GLOBUSSPR,Mar 2023,2023-03-31,annual,2103.0,1857.0,246.0,12.0,8.0,17.0,56.0,180.0,32.0,122.0,42.43,14.0,screener
GLOBUSSPR,Mar 2024,2024-03-31,annual,2415.0,2245.0,170.0,7.0,14.0,27.0,66.0,91.0,-6.0,96.0,33.47,10.0,screener
GLOBUSSPR,Mar 2025,2025-03-31,annual,2537.0,2385.0,152.0,6.0,10.0,47.0,82.0,33.0,34.0,22.0,8.05,34.0,screener
GLOBUSSPR,Mar 2026,2026-03-31,annual,2710.0,2452.0,258.0,10.0,13.0,58.0,92.0,121.0,23.0,91.0,31.58,21.0,screener
GLOBUSSPR,TTM,,annual,2799.0,2521.0,279.0,10.0,12.0,59.0,97.0,135.0,,100.0,34.64,,screener
GMBREW,Mar 2025,2025-03-31,annual,637.0,519.0,118.0,18.0,48.0,1.0,5.0,160.0,19.0,129.0,56.48,13.0,screener
GMBREW,Mar 2026,2026-03-31,annual,748.0,567.0,181.0,24.0,30.0,0.0,5.0,205.0,24.0,157.0,68.64,13.0,screener
GMDCLTD,Mar 2022,2022-03-31,annual,2732.0,2011.0,721.0,26.0,158.0,3.0,98.0,778.0,43.0,446.0,14.02,31.0,screener
GMDCLTD,Mar 2023,2023-03-31,annual,3498.0,2161.0,1337.0,38.0,396.0,2.0,81.0,1649.0,27.0,1204.0,37.88,30.0,screener
GMDCLTD,Mar 2024,2024-03-31,annual,2463.0,1853.0,609.0,25.0,271.0,3.0,80.0,798.0,25.0,597.0,18.78,51.0,screener
GMDCLTD,Mar 2025,2025-03-31,annual,2851.0,2213.0,637.0,22.0,355.0,2.0,95.0,895.0,23.0,686.0,21.57,47.0,screener
GMDCLTD,Mar 2026,2026-03-31,annual,2653.0,2210.0,443.0,17.0,947.0,7.0,115.0,1268.0,25.0,957.0,30.08,32.0,screener
GMMPFAUDLR,Mar 2022,2022-03-31,annual,2541.0,2257.0,284.0,11.0,7.0,25.0,133.0,133.0,44.0,75.0,19.37,10.0,screener
GMMPFAUDLR,Mar 2023,2023-03-31,annual,3178.0,2746.0,431.0,14.0,30.0,67.0,119.0,275.0,22.0,214.0,37.06,5.0,screener
GMMPFAUDLR,Mar 2024,2024-03-31,annual,3446.0,2971.0,476.0,14.0,20.0,95.0,150.0,251.0,32.0,171.0,39.03,5.0,screener
GMMPFAUDLR,Mar 2025,2025-03-31,annual,3199.0,2838.0,361.0,11.0,-17.0,103.0,144.0,96.0,49.0,49.0,11.78,17.0,screener
GMMPFAUDLR,Mar 2026,2026-03-31,annual,3524.0,3121.0,403.0,11.0,-20.0,123.0,158.0,102.0,49.0,52.0,12.86,16.0,screener
GMMPFAUDLR,TTM,,annual,3654.0,3259.0,395.0,11.0,-20.0,103.0,160.0,113.0,,65.0,16.06,,screener
GMRAIRPORT,Mar 2022,2022-03-31,annual,4601.0,2316.0,2285.0,50.0,-521.0,2019.0,889.0,-1144.0,-1.0,-1131.0,-1.7,0.0,screener
GMRAIRPORT,Mar 2023,2023-03-31,annual,6674.0,4947.0,1727.0,26.0,923.0,2338.0,1038.0,-727.0,16.0,-840.0,-0.3,0.0,screener
GMRAIRPORT,Mar 2024,2024-03-31,annual,8755.0,5783.0,2972.0,34.0,788.0,2929.0,1466.0,-635.0,30.0,-828.0,-0.93,0.0,screener
GMRAIRPORT,Mar 2025,2025-03-31,annual,10414.0,6639.0,3775.0,36.0,1205.0,3705.0,1910.0,-635.0,29.0,-817.0,-0.37,0.0,screener
GMRAIRPORT,Mar 2026,2026-03-31,annual,14807.0,9050.0,5757.0,39.0,524.0,3859.0,1837.0,586.0,19.0,472.0,0.17,0.0,screener
GMRAIRPORT,TTM,,annual,15569.0,9527.0,6042.0,39.0,483.0,3847.0,1804.0,874.0,,757.0,0.46,,screener
GMRP&UI,Mar 2022,2022-03-31,annual,4102.0,3606.0,495.0,12.0,441.0,1354.0,128.0,-546.0,19.0,-652.0,-10.73,0.0,screener
GMRP&UI,Mar 2023,2023-03-31,annual,5516.0,5089.0,427.0,8.0,2304.0,1350.0,149.0,1232.0,8.0,1139.0,19.6,0.0,screener
GMRP&UI,Mar 2024,2024-03-31,annual,4489.0,3575.0,914.0,20.0,755.0,1477.0,286.0,-94.0,36.0,-127.0,-1.71,0.0,screener
GMRP&UI,Mar 2025,2025-03-31,annual,6344.0,4810.0,1534.0,24.0,2228.0,1571.0,600.0,1591.0,2.0,1552.0,19.83,0.0,screener
GMRP&UI,Mar 2026,2026-03-31,annual,7332.0,5728.0,1604.0,22.0,1528.0,1659.0,666.0,808.0,24.0,614.0,7.69,0.0,screener
GNA,Mar 2022,2022-03-31,annual,1270.0,1090.0,181.0,14.0,1.0,11.0,50.0,121.0,26.0,89.0,20.69,12.0,screener
GNA,Mar 2023,2023-03-31,annual,1583.0,1350.0,233.0,15.0,1.0,11.0,49.0,175.0,25.0,130.0,30.35,10.0,screener
GNA,Mar 2024,2024-03-31,annual,1506.0,1309.0,197.0,13.0,2.0,12.0,53.0,135.0,26.0,100.0,23.28,9.0,screener
GNA,Mar 2025,2025-03-31,annual,1540.0,1329.0,211.0,14.0,3.0,12.0,57.0,144.0,26.0,107.0,24.94,12.0,screener
GNA,Mar 2026,2026-03-31,annual,1478.0,1240.0,238.0,16.0,3.0,13.0,70.0,158.0,26.0,117.0,27.24,11.0,screener
GNA,TTM,,annual,1605.0,1345.0,260.0,16.0,3.0,13.0,72.0,178.0,,132.0,30.8,,screener
GNFC,Mar 2022,2022-03-31,annual,8642.0,6259.0,2384.0,28.0,209.0,3.0,292.0,2298.0,26.0,1710.0,110.05,9.0,screener
GNFC,Mar 2023,2023-03-31,annual,10227.0,8348.0,1879.0,18.0,361.0,5.0,303.0,1932.0,24.0,1472.0,94.68,32.0,screener
GNFC,Mar 2024,2024-03-31,annual,7930.0,7428.0,502.0,6.0,469.0,13.0,308.0,651.0,26.0,497.0,33.83,49.0,screener
GNFC,Mar 2025,2025-03-31,annual,7892.0,7277.0,615.0,8.0,501.0,23.0,303.0,790.0,26.0,598.0,40.68,44.0,screener
GNFC,Mar 2026,2026-03-31,annual,7773.0,6894.0,879.0,11.0,499.0,6.0,307.0,1065.0,25.0,808.0,54.99,38.0,screener
GNRL,Mar 2022,2022-03-31,annual,8.39,9.22,-0.83,-9.89,0.6,0.81,3.36,-4.4,-7.05,-4.09,-0.32,0.0,screener
GNRL,Mar 2023,2023-03-31,annual,13.31,12.31,1.0,7.51,-1.08,2.58,3.07,-5.73,8.2,-6.2,-0.48,0.0,screener
GNRL,Mar 2024,2024-03-31,annual,27.4,21.86,5.54,20.22,0.31,2.63,7.53,-4.31,-9.98,-3.88,-0.3,0.0,screener
GNRL,Mar 2025,2025-03-31,annual,20.05,18.52,1.53,7.63,2.79,3.53,5.2,-4.41,-14.74,-3.76,-0.29,0.0,screener
GNRL,Mar 2026,2026-03-31,annual,30.53,19.61,10.92,35.77,9.49,0.54,6.39,13.48,26.71,9.89,0.64,0.0,screener
GOCLCORP,Mar 2022,2022-03-31,annual,498.0,494.0,4.0,1.0,252.0,57.0,9.0,191.0,8.0,176.0,35.52,14.0,screener
GOCLCORP,Mar 2023,2023-03-31,annual,921.0,942.0,-21.0,-2.0,479.0,119.0,10.0,329.0,36.0,211.0,42.59,23.0,screener
GOCLCORP,Mar 2024,2024-03-31,annual,610.0,632.0,-22.0,-4.0,239.0,146.0,9.0,63.0,23.0,48.0,9.73,41.0,screener
GOCLCORP,Mar 2025,2025-03-31,annual,555.0,581.0,-27.0,-5.0,344.0,111.0,9.0,197.0,20.0,157.0,31.71,32.0,screener
GOCLCORP,Mar 2026,2026-03-31,annual,10.0,41.0,-31.0,-322.0,1671.0,49.0,2.0,1589.0,4.0,1522.0,307.01,10.0,screener
GODAVARIB,Mar 2022,2022-03-31,annual,1702.0,1568.0,134.0,8.0,6.0,60.0,48.0,32.0,40.0,19.0,4.55,0.0,screener
GODAVARIB,Mar 2023,2023-03-31,annual,2015.0,1867.0,147.0,7.0,7.0,73.0,50.0,32.0,38.0,20.0,4.68,0.0,screener
GODAVARIB,Mar 2024,2024-03-31,annual,1687.0,1553.0,134.0,8.0,14.0,76.0,60.0,12.0,1.0,12.0,2.93,0.0,screener
GODAVARIB,Mar 2025,2025-03-31,annual,1870.0,1766.0,104.0,6.0,16.0,72.0,50.0,-2.0,1421.0,-23.0,-4.57,0.0,screener
GODAVARIB,Mar 2026,2026-03-31,annual,1988.0,1861.0,127.0,6.0,-19.0,49.0,54.0,5.0,23.0,4.0,0.69,0.0,screener
GODFRYPHLP,Mar 2022,2022-03-31,annual,2688.0,2054.0,633.0,24.0,114.0,34.0,145.0,568.0,23.0,438.0,28.08,33.0,screener
GODFRYPHLP,Mar 2023,2023-03-31,annual,3562.0,2759.0,804.0,23.0,252.0,29.0,154.0,873.0,21.0,690.0,44.26,33.0,screener
GODFRYPHLP,Mar 2024,2024-03-31,annual,4018.0,3115.0,903.0,22.0,328.0,14.0,108.0,1109.0,20.0,884.0,56.61,33.0,screener
GODFRYPHLP,Mar 2025,2025-03-31,annual,5611.0,4434.0,1177.0,21.0,349.0,12.0,124.0,1390.0,23.0,1072.0,68.72,46.0,screener
GODFRYPHLP,Mar 2026,2026-03-31,annual,6391.0,4806.0,1585.0,25.0,489.0,12.0,121.0,1941.0,21.0,1526.0,97.84,51.0,screener
GODFRYPHLP,TTM,,annual,6110.0,4682.0,1429.0,23.0,454.0,11.0,127.0,1744.0,,1368.0,87.72,,screener
GODREJAGRO,Mar 2022,2022-03-31,annual,8306.0,7637.0,669.0,8.0,109.0,63.0,173.0,542.0,23.0,419.0,20.96,45.0,screener
GODREJAGRO,Mar 2023,2023-03-31,annual,9374.0,8851.0,523.0,6.0,139.0,99.0,185.0,378.0,22.0,295.0,15.71,60.0,screener
GODREJAGRO,Mar 2024,2024-03-31,annual,9561.0,8856.0,704.0,7.0,90.0,108.0,214.0,473.0,24.0,359.0,18.71,53.0,screener
GODREJAGRO,Mar 2025,2025-03-31,annual,9383.0,8562.0,821.0,9.0,93.0,133.0,226.0,554.0,27.0,403.0,22.35,49.0,screener
GODREJAGRO,Mar 2026,2026-03-31,annual,10233.0,9369.0,864.0,8.0,116.0,138.0,229.0,612.0,27.0,445.0,24.58,45.0,screener
GODREJAGRO,TTM,,annual,10474.0,9640.0,834.0,8.0,119.0,133.0,228.0,593.0,,425.0,23.22,,screener
GODREJCP,Mar 2022,2022-03-31,annual,12276.0,9867.0,2409.0,20.0,78.0,122.0,210.0,2155.0,17.0,1783.0,17.44,0.0,screener
GODREJCP,Mar 2023,2023-03-31,annual,13316.0,10873.0,2443.0,18.0,114.0,188.0,236.0,2133.0,20.0,1702.0,16.65,0.0,screener
GODREJCP,Mar 2024,2024-03-31,annual,14096.0,11139.0,2957.0,21.0,-2209.0,310.0,241.0,198.0,383.0,-561.0,-5.48,-274.0,screener
GODREJCP,Mar 2025,2025-03-31,annual,14364.0,11349.0,3015.0,21.0,252.0,361.0,234.0,2672.0,31.0,1852.0,18.11,138.0,screener
GODREJCP,Mar 2026,2026-03-31,annual,15178.0,12022.0,3156.0,21.0,33.0,332.0,268.0,2590.0,28.0,1861.0,18.19,110.0,screener
GODREJIND,Mar 2022,2022-03-31,annual,14130.0,13083.0,1047.0,7.0,1132.0,623.0,274.0,1282.0,23.0,992.0,19.42,0.0,screener
GODREJIND,Mar 2023,2023-03-31,annual,16740.0,15230.0,1510.0,9.0,1418.0,943.0,305.0,1681.0,15.0,1421.0,28.96,0.0,screener
GODREJIND,Mar 2024,2024-03-31,annual,16601.0,15406.0,1195.0,7.0,1493.0,1352.0,371.0,964.0,38.0,595.0,1.78,0.0,screener
GODREJIND,Mar 2025,2025-03-31,annual,19657.0,17553.0,2104.0,11.0,2636.0,1957.0,430.0,2353.0,21.0,1858.0,29.14,0.0,screener
GODREJIND,Mar 2026,2026-03-31,annual,22237.0,19995.0,2242.0,10.0,4123.0,2470.0,501.0,3393.0,29.0,2412.0,36.83,0.0,screener
GODREJIND,TTM,,annual,23225.0,20806.0,2419.0,10.0,3808.0,2639.0,521.0,3067.0,,2210.0,34.9,,screener
GODREJPROP,Mar 2022,2022-03-31,annual,1825.0,1880.0,-56.0,-3.0,761.0,167.0,21.0,516.0,32.0,351.0,12.68,0.0,screener
GODREJPROP,Mar 2023,2023-03-31,annual,2252.0,2045.0,207.0,9.0,787.0,174.0,24.0,795.0,22.0,621.0,20.55,0.0,screener
GODREJPROP,Mar 2024,2024-03-31,annual,3036.0,3165.0,-130.0,-4.3,1326.0,152.0,45.0,1000.0,25.0,747.0,26.08,0.0,screener
GODREJPROP,Mar 2025,2025-03-31,annual,4923.0,4997.0,-74.0,-1.5,2044.0,174.0,74.0,1723.0,19.0,1389.0,46.48,0.0,screener
GODREJPROP,Mar 2026,2026-03-31,annual,5131.0,5585.0,-453.0,-9.0,3256.0,137.0,116.0,2551.0,28.0,1841.0,61.43,16.0,screener
GODREJPROP,TTM,,annual,5203.0,5767.0,-564.0,-11.0,2997.0,140.0,124.0,2170.0,,1592.0,53.13,,screener
GOENKA,Mar 2022,2022-03-31,annual,4.26,6.0,-1.74,-40.85,0.01,0.55,0.45,-2.73,0.73,-2.74,-0.09,0.0,screener
GOENKA,Mar 2023,2023-03-31,annual,1.63,2.83,-1.2,-73.62,0.04,0.59,0.55,-2.3,0.0,-2.29,-0.07,0.0,screener
GOENKA,Mar 2024,2024-03-31,annual,0.64,2.44,-1.8,-281.25,0.02,0.56,0.51,-2.85,0.0,-2.85,-0.09,0.0,screener
GOENKA,Mar 2025,2025-03-31,annual,1.36,2.46,-1.1,-80.88,0.01,0.55,0.46,-2.1,0.0,-2.1,-0.07,0.0,screener
GOENKA,Mar 2026,2026-03-31,annual,2.14,2.44,-0.3,-14.02,0.25,0.55,0.42,-1.02,0.98,-1.02,-0.03,0.0,screener
GOKEX,Mar 2022,2022-03-31,annual,1790.0,1585.0,206.0,11.0,11.0,40.0,59.0,117.0,0.0,117.0,19.85,0.0,screener_yfinance_fallback_normalized
GOKEX,Mar 2023,2023-03-31,annual,2222.0,1951.0,271.0,12.0,31.0,26.0,72.0,204.0,15.0,173.0,28.55,4.0,screener_yfinance_fallback_normalized
GOKEX,Mar 2024,2024-03-31,annual,2379.0,2125.0,254.0,11.0,30.0,36.0,89.0,159.0,18.0,131.0,20.66,0.0,screener_yfinance_fallback_normalized
GOKEX,Mar 2025,2025-03-31,annual,3864.0,3493.0,371.0,10.0,53.0,77.0,128.0,218.0,27.0,159.0,22.18,5.0,screener_yfinance_fallback_normalized
