symbol,period_label,period_end,period_type,revenue,expenses,operating_profit,opm_pct,other_income,interest,depreciation,pbt,tax_pct,pat,eps,dividend_payout_pct,source
TRUALT,Mar 2025,2025-03-31,annual,1908.0,1599.0,309.0,16.0,61.0,144.0,67.0,159.0,8.0,147.0,20.76,0.0,screener
TRUALT,Mar 2026,2026-03-31,annual,1728.0,1438.0,290.0,17.0,86.0,160.0,86.0,130.0,25.0,97.0,11.19,0.0,screener
TSFINV,Mar 2022,2022-03-31,annual,85.0,61.0,24.0,28.0,3.0,1.0,4.0,22.0,21.0,161.0,7.35,37.0,screener
TSFINV,Mar 2023,2023-03-31,annual,91.0,45.0,46.0,50.0,3.0,0.0,2.0,47.0,32.0,238.0,10.7,37.0,screener
TSFINV,Mar 2024,2024-03-31,annual,291.0,48.0,243.0,83.0,6.0,1.0,3.0,245.0,21.0,533.0,24.0,32.0,screener
TSFINV,Mar 2025,2025-03-31,annual,155.0,39.0,116.0,75.0,5.0,1.0,3.0,117.0,34.0,412.0,18.55,32.0,screener
TSFINV,Mar 2026,2026-03-31,annual,985.0,782.0,203.0,21.0,60.0,25.0,16.0,221.0,25.0,530.0,23.49,0.0,screener
TTKPRESTIG,Mar 2022,2022-03-31,annual,2722.0,2296.0,427.0,16.0,35.0,7.0,44.0,411.0,26.0,305.0,21.99,27.0,screener
TTKPRESTIG,Mar 2023,2023-03-31,annual,2777.0,2416.0,361.0,13.0,46.0,10.0,53.0,343.0,26.0,253.0,18.34,33.0,screener
TTKPRESTIG,Mar 2024,2024-03-31,annual,2678.0,2373.0,305.0,11.0,75.0,14.0,64.0,301.0,25.0,225.0,16.48,36.0,screener
TTKPRESTIG,Mar 2025,2025-03-31,annual,2715.0,2456.0,259.0,10.0,3.0,17.0,71.0,175.0,38.0,108.0,8.21,73.0,screener
TTKPRESTIG,Mar 2026,2026-03-31,annual,2974.0,2698.0,276.0,9.0,40.0,15.0,81.0,220.0,29.0,157.0,11.73,64.0,screener
TULSI,Mar 2012,2012-03-31,annual,182.0,162.0,20.0,11.0,2.0,15.0,4.0,3.0,28.0,2.0,0.8,0.0,screener
TULSI,Mar 2013,2013-03-31,annual,188.0,167.0,21.0,11.0,3.0,16.0,4.0,3.0,34.0,2.0,0.84,0.0,screener
TULSI,Mar 2014,2014-03-31,annual,80.0,140.0,-60.0,-76.0,-5.0,20.0,6.0,-91.0,1.0,-92.0,-33.61,0.0,screener
TVSMOTOR,Mar 2022,2022-03-31,annual,24355.0,21601.0,2755.0,11.0,-5.0,940.0,743.0,1067.0,31.0,731.0,15.93,24.0,screener
TVSMOTOR,Mar 2023,2023-03-31,annual,31974.0,27947.0,4027.0,13.0,136.0,1368.0,859.0,1936.0,32.0,1309.0,27.97,18.0,screener
TVSMOTOR,Mar 2024,2024-03-31,annual,38779.0,33344.0,5435.0,14.0,131.0,1917.0,956.0,2693.0,34.0,1779.0,35.5,23.0,screener
TVSMOTOR,Mar 2025,2025-03-31,annual,44089.0,37514.0,6575.0,15.0,99.0,2093.0,1046.0,3535.0,33.0,2380.0,47.06,21.0,screener
TVSMOTOR,Mar 2026,2026-03-31,annual,56070.0,47717.0,8352.0,15.0,-28.0,2230.0,1273.0,4822.0,34.0,3186.0,63.53,19.0,screener
TVSSCS,Mar 2022,2022-03-31,annual,9250.0,8629.0,621.0,7.0,12.0,160.0,461.0,13.0,463.0,-46.0,-1.35,0.0,screener
TVSSCS,Mar 2023,2023-03-31,annual,9994.0,9322.0,672.0,7.0,62.0,193.0,502.0,40.0,-4.0,42.0,1.09,0.0,screener
TVSSCS,Mar 2024,2024-03-31,annual,9200.0,8495.0,705.0,8.0,-7.0,210.0,557.0,-69.0,31.0,-90.0,-2.3,0.0,screener
TVSSCS,Mar 2025,2025-03-31,annual,9996.0,9322.0,673.0,7.0,63.0,164.0,544.0,29.0,133.0,-10.0,-0.31,0.0,screener
TVSSCS,Mar 2026,2026-03-31,annual,11003.0,10220.0,783.0,7.0,114.0,158.0,570.0,168.0,31.0,117.0,2.59,0.0,screener
TVSSRICHAK,Mar 2022,2022-03-31,annual,2543.0,2373.0,170.0,7.0,4.0,34.0,80.0,59.0,27.0,43.0,56.77,29.0,screener
TVSSRICHAK,Mar 2023,2023-03-31,annual,2985.0,2751.0,234.0,8.0,4.0,44.0,92.0,101.0,23.0,78.0,101.85,32.0,screener
TVSSRICHAK,Mar 2024,2024-03-31,annual,2926.0,2625.0,301.0,10.0,-2.0,48.0,104.0,146.0,26.0,108.0,140.98,34.0,screener
TVSSRICHAK,Mar 2025,2025-03-31,annual,3254.0,3024.0,230.0,7.0,-5.0,60.0,129.0,37.0,44.0,21.0,26.92,63.0,screener
TVSSRICHAK,Mar 2026,2026-03-31,annual,3643.0,3364.0,279.0,8.0,17.0,50.0,142.0,103.0,31.0,71.0,93.02,41.0,screener
TVTODAY,Mar 2022,2022-03-31,annual,930.0,686.0,244.0,26.0,44.0,3.0,42.0,243.0,25.0,182.0,30.42,10.0,screener
TVTODAY,Mar 2023,2023-03-31,annual,878.0,747.0,131.0,15.0,34.0,3.0,41.0,120.0,27.0,88.0,14.79,473.0,screener
TVTODAY,Mar 2024,2024-03-31,annual,936.0,839.0,97.0,10.0,23.0,3.0,35.0,82.0,31.0,56.0,9.45,90.0,screener
TVTODAY,Mar 2025,2025-03-31,annual,993.0,893.0,100.0,10.0,38.0,2.0,32.0,103.0,28.0,75.0,12.49,24.0,screener
TVTODAY,Mar 2026,2026-03-31,annual,809.0,778.0,31.0,4.0,26.0,2.0,31.0,24.0,40.0,14.0,2.4,0.0,screener
UBL,Mar 2022,2022-03-31,annual,5838.0,5142.0,697.0,12.0,30.0,15.0,217.0,494.0,26.0,366.0,13.82,76.0,screener
UBL,Mar 2023,2023-03-31,annual,7500.0,6884.0,616.0,8.0,16.0,5.0,211.0,417.0,27.0,305.0,11.5,65.0,screener
UBL,Mar 2024,2024-03-31,annual,8123.0,7426.0,696.0,9.0,74.0,7.0,212.0,551.0,25.0,411.0,15.51,64.0,screener
UBL,Mar 2025,2025-03-31,annual,8915.0,8074.0,841.0,9.0,10.0,13.0,233.0,605.0,27.0,442.0,16.71,60.0,screener
UBL,Mar 2026,2026-03-31,annual,9240.0,8434.0,806.0,9.0,100.0,72.0,272.0,562.0,26.0,413.0,15.63,64.0,screener
UBL,TTM,,annual,9442.0,8665.0,777.0,8.0,140.0,84.0,295.0,539.0,,396.0,14.96,,screener
UCAL,Mar 2023,2023-03-31,annual,823.0,766.0,57.0,7.0,9.0,22.0,38.0,6.0,87.0,1.0,0.38,520.0,screener
UCAL,Mar 2024,2024-03-31,annual,723.0,684.0,39.0,5.0,10.0,24.0,33.0,-9.0,185.0,-25.0,-11.42,0.0,screener
UCAL,Mar 2025,2025-03-31,annual,802.0,763.0,40.0,5.0,22.0,30.0,41.0,-8.0,93.0,-16.0,-7.36,0.0,screener
UCAL,Mar 2026,2026-03-31,annual,838.0,787.0,50.0,6.0,-12.0,30.0,37.0,-29.0,17.0,-33.0,-15.07,0.0,screener
UCAL,TTM,,annual,846.0,787.0,60.0,7.0,-13.0,29.0,33.0,-16.0,,-21.0,-9.71,,screener
UCOBANK,Mar 2021,2021-03-31,annual,14446.0,8845.0,,,3424.0,8966.0,134.0,-75.0,-321.0,188.0,0.19,0.0,screener
UCOBANK,Mar 2022,2022-03-31,annual,14981.0,7658.0,,,3101.0,8508.0,165.0,1750.0,47.0,965.0,0.81,0.0,screener
UCOBANK,Mar 2023,2023-03-31,annual,17651.0,6729.0,,,2508.0,10307.0,218.0,2905.0,36.0,1826.0,1.53,0.0,screener
UCOBANK,Mar 2024,2024-03-31,annual,21854.0,8517.0,,,3266.0,13754.0,281.0,2569.0,36.0,1672.0,1.4,20.0,screener
UCOBANK,Mar 2025,2025-03-31,annual,25067.0,9892.0,,,4407.0,15437.0,311.0,3834.0,36.0,2468.0,1.97,20.0,screener
UDS,Mar 2022,2022-03-31,annual,1483.0,1404.0,79.0,5.0,13.0,5.0,17.0,71.0,19.0,57.0,,0.0,screener
UDS,Mar 2023,2023-03-31,annual,2099.0,2006.0,93.0,4.0,13.0,15.0,37.0,54.0,36.0,35.0,,0.0,screener
UDS,Mar 2024,2024-03-31,annual,2444.0,2310.0,134.0,6.0,23.0,19.0,54.0,85.0,22.0,66.0,10.15,0.0,screener
UDS,Mar 2025,2025-03-31,annual,2736.0,2569.0,167.0,6.0,35.0,10.0,47.0,145.0,18.0,119.0,17.74,0.0,screener
UDS,Mar 2026,2026-03-31,annual,2940.0,2805.0,134.0,5.0,15.0,7.0,47.0,96.0,14.0,83.0,12.8,0.0,screener
UFBL,Mar 2022,2022-03-31,annual,861.0,727.0,134.0,16.0,27.0,65.0,127.0,-32.0,-21.0,-25.0,-6.58,0.0,screener
UFBL,Mar 2023,2023-03-31,annual,1234.0,1003.0,231.0,19.0,12.0,72.0,145.0,26.0,26.0,19.0,4.37,0.0,screener
UFBL,Mar 2024,2024-03-31,annual,1255.0,1042.0,212.0,17.0,18.0,76.0,168.0,-14.0,-20.0,-11.0,-3.43,0.0,screener
UFBL,Mar 2025,2025-03-31,annual,1233.0,1022.0,211.0,17.0,16.0,78.0,176.0,-27.0,0.0,-27.0,-7.11,0.0,screener
UFBL,Mar 2026,2026-03-31,annual,1339.0,1146.0,193.0,14.0,15.0,86.0,190.0,-68.0,-9.0,-62.0,-15.13,0.0,screener
UFLEX,Mar 2022,2022-03-31,annual,13127.0,10956.0,2171.0,17.0,71.0,322.0,537.0,1382.0,20.0,1099.0,152.09,2.0,screener
UFLEX,Mar 2023,2023-03-31,annual,14663.0,12913.0,1749.0,12.0,-21.0,473.0,599.0,656.0,27.0,481.0,66.57,5.0,screener
UFLEX,Mar 2024,2024-03-31,annual,13364.0,11976.0,1387.0,10.0,-745.0,536.0,655.0,-549.0,26.0,-691.0,-95.69,-1.0,screener
UFLEX,Mar 2025,2025-03-31,annual,15036.0,13344.0,1692.0,11.0,-51.0,698.0,695.0,248.0,43.0,142.0,19.71,15.0,screener
UFLEX,Mar 2026,2026-03-31,annual,15401.0,13540.0,1860.0,12.0,93.0,777.0,787.0,389.0,19.0,317.0,43.91,0.0,screener
ULTRACEMCO,Mar 2022,2022-03-31,annual,52599.0,41084.0,11514.0,22.0,669.0,945.0,2715.0,8524.0,14.0,7334.0,254.42,15.0,screener
ULTRACEMCO,Mar 2023,2023-03-31,annual,63240.0,52620.0,10620.0,17.0,507.0,823.0,2888.0,7416.0,32.0,5073.0,175.41,22.0,screener
ULTRACEMCO,Mar 2024,2024-03-31,annual,70908.0,57930.0,12979.0,18.0,557.0,968.0,3145.0,9422.0,26.0,7004.0,242.65,29.0,screener
ULTRACEMCO,Mar 2025,2025-03-31,annual,75955.0,63158.0,12797.0,17.0,397.0,1651.0,4015.0,7528.0,20.0,6040.0,204.94,38.0,screener
ULTRACEMCO,Mar 2026,2026-03-31,annual,88512.0,71507.0,17004.0,19.0,439.0,1872.0,4644.0,10927.0,25.0,8188.0,277.1,87.0,screener
ULTRAMAR,Mar 2022,2022-03-31,annual,490.0,406.0,84.0,17.0,9.0,4.0,12.0,78.0,25.0,58.0,19.97,25.0,screener
ULTRAMAR,Mar 2023,2023-03-31,annual,557.0,455.0,102.0,18.0,11.0,5.0,17.0,91.0,24.0,69.0,23.7,21.0,screener
ULTRAMAR,Mar 2024,2024-03-31,annual,561.0,466.0,95.0,17.0,10.0,7.0,22.0,76.0,24.0,58.0,19.73,25.0,screener
ULTRAMAR,Mar 2025,2025-03-31,annual,695.0,576.0,119.0,17.0,12.0,7.0,24.0,100.0,25.0,75.0,25.7,23.0,screener
ULTRAMAR,Mar 2026,2026-03-31,annual,775.0,649.0,126.0,16.0,13.0,7.0,27.0,105.0,23.0,81.0,27.66,22.0,screener
UNICHEMLAB,Mar 2022,2022-03-31,annual,1270.0,1198.0,72.0,6.0,47.0,6.0,91.0,22.0,-50.0,33.0,4.7,85.0,screener
UNICHEMLAB,Mar 2023,2023-03-31,annual,1343.0,1389.0,-46.0,-3.0,0.0,17.0,113.0,-176.0,15.0,-202.0,-28.72,-14.0,screener
UNICHEMLAB,Mar 2024,2024-03-31,annual,1785.0,1698.0,87.0,5.0,-26.0,23.0,123.0,-85.0,10.0,-94.0,-13.32,0.0,screener
UNICHEMLAB,Mar 2025,2025-03-31,annual,2111.0,1846.0,265.0,13.0,35.0,21.0,125.0,155.0,11.0,138.0,19.53,0.0,screener
UNICHEMLAB,Mar 2026,2026-03-31,annual,2202.0,2018.0,184.0,8.0,265.0,32.0,125.0,292.0,14.0,253.0,35.91,0.0,screener
UNIMECH,Mar 2022,2022-03-31,annual,36.0,28.0,8.0,22.0,1.0,2.0,3.0,4.0,9.0,3.0,325.34,0.0,screener
UNIMECH,Mar 2023,2023-03-31,annual,94.0,59.0,35.0,37.0,1.0,2.0,4.0,29.0,22.0,23.0,2189.06,0.0,screener
UNIMECH,Mar 2024,2024-03-31,annual,209.0,130.0,79.0,38.0,5.0,3.0,4.0,76.0,24.0,58.0,13.21,0.0,screener
UNIMECH,Mar 2025,2025-03-31,annual,243.0,151.0,92.0,38.0,25.0,4.0,11.0,102.0,18.0,83.0,16.41,0.0,screener
UNIMECH,Mar 2026,2026-03-31,annual,240.0,165.0,75.0,31.0,47.0,15.0,26.0,80.0,21.0,63.0,12.44,0.0,screener
UNIONBANK,Mar 2022,2022-03-31,annual,68230.0,32264.0,,,13524.0,40178.0,745.0,8566.0,39.0,5265.0,7.7,25.0,screener
UNIONBANK,Mar 2023,2023-03-31,annual,81163.0,36155.0,,,15915.0,48033.0,745.0,12147.0,31.0,8512.0,12.45,24.0,screener
UNIONBANK,Mar 2024,2024-03-31,annual,100376.0,32422.0,,,17813.0,63364.0,896.0,21507.0,36.0,13797.0,18.07,20.0,screener
UNIONBANK,Mar 2025,2025-03-31,annual,106600.0,34738.0,,,21562.0,68916.0,1084.0,23424.0,23.0,18027.0,23.62,20.0,screener
UNIONBANK,Mar 2026,2026-03-31,annual,106799.0,33434.0,,,21601.0,69477.0,1204.0,24284.0,23.0,19430.0,25.45,20.0,screener
UNIONBANK,TTM,,annual,107127.0,34181.0,,,21965.0,68828.0,0.0,26083.0,,20644.0,27.05,,screener
UNIPARTS,Mar 2022,2022-03-31,annual,1227.0,959.0,268.0,22.0,3.0,6.0,37.0,229.0,26.0,169.0,37.4,24.0,screener
UNIPARTS,Mar 2023,2023-03-31,annual,1366.0,1068.0,298.0,22.0,15.0,6.0,39.0,268.0,24.0,205.0,45.4,31.0,screener
UNIPARTS,Mar 2024,2024-03-31,annual,1140.0,938.0,201.0,18.0,9.0,6.0,42.0,163.0,24.0,125.0,27.63,51.0,screener
UNIPARTS,Mar 2025,2025-03-31,annual,964.0,819.0,145.0,15.0,22.0,8.0,44.0,114.0,23.0,88.0,19.5,73.0,screener
UNIPARTS,Mar 2026,2026-03-31,annual,1170.0,923.0,247.0,21.0,14.0,10.0,45.0,206.0,23.0,158.0,35.07,20.0,screener
UNITDSPR,Mar 2022,2022-03-31,annual,9712.0,8117.0,1595.0,16.0,-117.0,88.0,304.0,1087.0,25.0,811.0,11.4,0.0,screener
UNITDSPR,Mar 2023,2023-03-31,annual,10612.0,9195.0,1417.0,13.0,249.0,104.0,283.0,1279.0,12.0,1126.0,15.63,0.0,screener
UNITDSPR,Mar 2024,2024-03-31,annual,11321.0,9321.0,2000.0,18.0,208.0,76.0,275.0,1857.0,24.0,1408.0,19.36,46.0,screener
UNITDSPR,Mar 2025,2025-03-31,annual,12069.0,9833.0,2236.0,19.0,271.0,89.0,283.0,2135.0,26.0,1582.0,21.75,55.0,screener
UNITDSPR,Mar 2026,2026-03-31,annual,12467.0,10188.0,2279.0,18.0,516.0,158.0,289.0,2348.0,22.0,1838.0,25.27,43.0,screener
UNIVCABLES,Mar 2022,2022-03-31,annual,1813.0,1690.0,123.0,7.0,78.0,78.0,24.0,99.0,24.0,75.0,21.6,7.0,screener
UNIVCABLES,Mar 2023,2023-03-31,annual,2202.0,2016.0,185.0,8.0,86.0,97.0,22.0,152.0,22.0,118.0,34.05,9.0,screener
UNIVCABLES,Mar 2024,2024-03-31,annual,2020.0,1859.0,162.0,8.0,98.0,91.0,24.0,144.0,25.0,108.0,31.19,10.0,screener
UNIVCABLES,Mar 2025,2025-03-31,annual,2407.0,2233.0,174.0,7.0,75.0,104.0,27.0,117.0,24.0,89.0,25.76,16.0,screener
UNIVCABLES,Mar 2026,2026-03-31,annual,3022.0,2762.0,260.0,9.0,111.0,115.0,39.0,217.0,25.0,163.0,47.01,10.0,screener
UNIVCABLES,TTM,,annual,3368.0,3073.0,294.0,9.0,132.0,127.0,43.0,256.0,,200.0,57.66,,screener
UNOMINDA,Mar 2022,2022-03-31,annual,8313.0,7428.0,885.0,11.0,128.0,62.0,392.0,559.0,26.0,413.0,6.23,12.0,screener
UNOMINDA,Mar 2023,2023-03-31,annual,11236.0,9995.0,1242.0,11.0,149.0,70.0,430.0,891.0,21.0,700.0,11.41,13.0,screener
UNOMINDA,Mar 2024,2024-03-31,annual,14031.0,12446.0,1585.0,11.0,246.0,113.0,526.0,1192.0,22.0,925.0,15.33,13.0,screener
UNOMINDA,Mar 2025,2025-03-31,annual,16775.0,14901.0,1874.0,11.0,218.0,170.0,615.0,1307.0,22.0,1021.0,16.42,14.0,screener
UNOMINDA,Mar 2026,2026-03-31,annual,19658.0,17406.0,2251.0,11.0,256.0,187.0,704.0,1616.0,21.0,1284.0,20.73,13.0,screener
UPL,Mar 2022,2022-03-31,annual,46240.0,36711.0,9529.0,21.0,91.0,2295.0,2359.0,4966.0,11.0,4437.0,42.18,21.0,screener
UPL,Mar 2023,2023-03-31,annual,53576.0,43380.0,10196.0,19.0,464.0,2963.0,2547.0,5150.0,14.0,4414.0,42.28,21.0,screener
UPL,Mar 2024,2024-03-31,annual,43098.0,38801.0,4297.0,10.0,231.0,3852.0,2763.0,-2087.0,-10.0,-1878.0,-14.21,-6.0,screener
UPL,Mar 2025,2025-03-31,annual,46637.0,39509.0,7128.0,15.0,78.0,3627.0,2750.0,829.0,1.0,820.0,10.62,53.0,screener
UPL,Mar 2026,2026-03-31,annual,51839.0,42761.0,9078.0,18.0,724.0,3401.0,3244.0,3157.0,30.0,2220.0,22.78,26.0,screener
UPL,TTM,,annual,52804.0,43773.0,9031.0,17.0,798.0,3246.0,3345.0,3238.0,,2323.0,23.95,,screener
URAVIDEF,Mar 2025,2025-03-31,annual,41.35,35.75,5.6,13.54,1.66,1.91,2.03,3.32,23.19,2.55,2.18,0.0,screener
URAVIDEF,Mar 2026,2026-03-31,annual,38.62,35.86,2.76,7.15,2.99,1.24,1.9,2.61,18.01,2.14,0.91,0.0,screener
URBANCO,Mar 2022,2022-03-31,annual,438.0,987.0,-549.0,-126.0,72.0,8.0,28.0,-514.0,0.0,-514.0,-27791.35,0.0,screener
URBANCO,Mar 2023,2023-03-31,annual,637.0,1000.0,-364.0,-57.0,90.0,8.0,31.0,-312.0,0.0,-312.0,-16890.81,0.0,screener
URBANCO,Mar 2024,2024-03-31,annual,828.0,974.0,-146.0,-18.0,100.0,10.0,37.0,-93.0,0.0,-93.0,-5009.18,0.0,screener
URBANCO,Mar 2025,2025-03-31,annual,1144.0,1184.0,-40.0,-3.0,116.0,11.0,37.0,29.0,-740.0,240.0,4.9,0.0,screener
URBANCO,Mar 2026,2026-03-31,annual,1556.0,1809.0,-254.0,-16.0,137.0,12.0,45.0,-175.0,34.0,-235.0,-1.52,0.0,screener
URJA,Mar 2022,2022-03-31,annual,72.97,72.47,0.5,0.69,1.57,0.74,0.34,0.99,22.22,0.77,0.01,0.0,screener
URJA,Mar 2023,2023-03-31,annual,39.58,37.89,1.69,4.27,1.83,1.04,0.5,1.98,22.73,1.53,0.03,0.0,screener
URJA,Mar 2024,2024-03-31,annual,44.47,41.92,2.55,5.73,1.49,0.71,0.48,2.85,28.42,2.04,0.04,0.0,screener
URJA,Mar 2025,2025-03-31,annual,67.25,65.21,2.04,3.03,1.24,0.63,0.62,2.03,32.02,1.38,0.02,0.0,screener
URJA,Mar 2026,2026-03-31,annual,66.7,64.57,2.13,3.19,0.89,0.54,0.49,1.99,32.16,1.35,0.03,0.0,screener
URJA,TTM,,annual,61.65,59.59,2.06,3.34,0.4,0.53,0.48,1.45,,1.46,0.03,,screener
USHAMART,Mar 2022,2022-03-31,annual,2688.0,2304.0,384.0,14.0,75.0,42.0,70.0,346.0,16.0,291.0,9.56,21.0,screener
USHAMART,Mar 2023,2023-03-31,annual,3268.0,2754.0,513.0,16.0,40.0,30.0,67.0,455.0,23.0,351.0,11.49,22.0,screener
USHAMART,Mar 2024,2024-03-31,annual,3225.0,2627.0,599.0,19.0,53.0,25.0,77.0,550.0,23.0,424.0,13.91,20.0,screener
USHAMART,Mar 2025,2025-03-31,annual,3474.0,2877.0,597.0,17.0,57.0,30.0,98.0,527.0,23.0,406.0,13.37,22.0,screener
USHAMART,Mar 2026,2026-03-31,annual,3691.0,2986.0,705.0,19.0,46.0,20.0,116.0,615.0,24.0,466.0,15.29,25.0,screener
UTIAMC,Mar 2022,2022-03-31,annual,1319.0,621.0,698.0,53.0,8.0,9.0,37.0,660.0,19.0,535.0,42.09,50.0,screener
UTIAMC,Mar 2023,2023-03-31,annual,1267.0,655.0,612.0,48.0,23.0,10.0,40.0,586.0,25.0,440.0,34.44,64.0,screener
UTIAMC,Mar 2024,2024-03-31,annual,1737.0,703.0,1034.0,60.0,6.0,11.0,42.0,987.0,19.0,802.0,60.17,78.0,screener
UTIAMC,Mar 2025,2025-03-31,annual,1851.0,749.0,1102.0,60.0,9.0,13.0,46.0,1052.0,23.0,813.0,57.16,84.0,screener
UTIAMC,Mar 2026,2026-03-31,annual,1698.0,889.0,809.0,48.0,-93.0,13.0,51.0,652.0,28.0,472.0,31.44,127.0,screener
UTLSOLAR,Mar 2020,2020-03-31,annual,299.0,272.0,28.0,9.0,3.0,2.0,13.0,15.0,30.0,11.0,7.74,0.0,screener
UTLSOLAR,Mar 2021,2021-03-31,annual,405.0,367.0,38.0,9.0,3.0,2.0,13.0,26.0,25.0,20.0,14.48,0.0,screener
UTLSOLAR,Mar 2026,2026-03-31,annual,2655.0,2164.0,490.0,18.0,6.0,44.0,44.0,408.0,25.0,304.0,9.93,0.0,screener
UTTAMSUGAR,Mar 2024,2024-03-31,annual,2047.0,1781.0,266.0,13.0,9.0,56.0,40.0,179.0,26.0,132.0,34.67,7.0,screener
UTTAMSUGAR,Mar 2025,2025-03-31,annual,1846.0,1633.0,213.0,12.0,8.0,57.0,47.0,118.0,27.0,86.0,23.16,11.0,screener
UTTAMSUGAR,Mar 2026,2026-03-31,annual,2202.0,1972.0,229.0,10.0,7.0,52.0,49.0,135.0,26.0,101.0,26.3,10.0,screener
V2RETAIL,Mar 2022,2022-03-31,annual,629.0,562.0,67.0,11.0,16.0,39.0,59.0,-15.0,-21.0,-12.0,-0.34,0.0,screener
V2RETAIL,Mar 2023,2023-03-31,annual,839.0,753.0,85.0,10.0,7.0,42.0,67.0,-17.0,-24.0,-13.0,-0.37,0.0,screener
V2RETAIL,Mar 2024,2024-03-31,annual,1165.0,1016.0,149.0,13.0,7.0,49.0,77.0,31.0,11.0,28.0,0.8,0.0,screener
V2RETAIL,Mar 2025,2025-03-31,annual,1884.0,1624.0,260.0,14.0,6.0,70.0,99.0,98.0,27.0,72.0,2.08,0.0,screener
V2RETAIL,Mar 2026,2026-03-31,annual,3067.0,2595.0,472.0,15.0,25.0,100.0,182.0,215.0,24.0,162.0,4.44,0.0,screener
V2RETAIL,TTM,,annual,3432.0,2924.0,508.0,15.0,38.0,99.0,214.0,233.0,,179.0,4.95,,screener
VADILALIND,Mar 2023,2023-03-31,annual,1058.0,892.0,166.0,16.0,10.0,16.0,30.0,131.0,26.0,96.0,133.96,1.0,screener
VADILALIND,Mar 2024,2024-03-31,annual,1125.0,904.0,221.0,20.0,12.0,18.0,35.0,180.0,19.0,146.0,203.05,1.0,screener
VADILALIND,Mar 2025,2025-03-31,annual,1238.0,999.0,239.0,19.0,17.0,14.0,42.0,200.0,25.0,150.0,209.15,10.0,screener
VADILALIND,Mar 2026,2026-03-31,annual,1503.0,1254.0,249.0,17.0,22.0,16.0,49.0,205.0,24.0,155.0,215.78,20.0,screener
VADILALIND,TTM,,annual,1676.0,1362.0,314.0,19.0,46.0,17.0,52.0,290.0,,219.0,304.73,,screener
VAIBHAVGBL,Mar 2022,2022-03-31,annual,2752.0,2471.0,281.0,10.0,50.0,6.0,55.0,271.0,12.0,237.0,14.5,41.0,screener
VAIBHAVGBL,Mar 2023,2023-03-31,annual,2691.0,2491.0,200.0,7.0,28.0,8.0,78.0,141.0,26.0,105.0,6.36,94.0,screener
VAIBHAVGBL,Mar 2024,2024-03-31,annual,3041.0,2772.0,269.0,9.0,19.0,12.0,93.0,182.0,30.0,127.0,7.72,78.0,screener
VAIBHAVGBL,Mar 2025,2025-03-31,annual,3380.0,3090.0,290.0,9.0,27.0,15.0,102.0,200.0,24.0,153.0,9.22,16.0,screener
VAIBHAVGBL,Mar 2026,2026-03-31,annual,3692.0,3334.0,358.0,10.0,41.0,15.0,103.0,282.0,6.0,266.0,15.93,38.0,screener
VARROC,Mar 2022,2022-03-31,annual,5844.0,5484.0,360.0,6.0,-996.0,118.0,305.0,-1059.0,5.0,-1107.0,-72.64,0.0,screener_yfinance_fallback_normalized
VARROC,Mar 2023,2023-03-31,annual,6891.0,6316.0,575.0,8.0,-821.0,190.0,337.0,-773.0,6.0,-817.0,-53.66,0.0,screener_yfinance_fallback_normalized
VARROC,Mar 2024,2024-03-31,annual,7552.0,6796.0,756.0,10.0,69.0,194.0,337.0,294.0,-81.0,532.0,34.43,0.0,screener_yfinance_fallback_normalized
VARROC,Mar 2025,2025-03-31,annual,8154.0,7379.0,775.0,10.0,-112.0,170.0,323.0,169.0,59.0,70.0,4.01,25.0,screener_yfinance_fallback_normalized
VARROC,Mar 2026,2026-03-31,annual,8890.0,8069.0,821.0,9.0,-14.0,134.0,332.0,341.0,33.0,230.0,14.73,10.0,screener_yfinance_fallback_normalized
VASWANI,Mar 2024,2024-03-31,annual,389.0,369.0,21.0,5.0,2.0,8.0,4.0,11.0,30.0,8.0,2.52,0.0,screener
VBL,Dec 2022,2022-12-31,annual,13173.0,10310.0,2863.0,22.0,-18.0,204.0,617.0,2024.0,23.0,1550.0,4.61,15.0,screener
VBL,Dec 2023,2023-12-31,annual,16043.0,12326.0,3717.0,23.0,-5.0,292.0,681.0,2739.0,23.0,2102.0,6.33,16.0,screener
VBL,Dec 2024,2024-12-31,annual,20008.0,15189.0,4818.0,24.0,45.0,483.0,947.0,3433.0,23.0,2634.0,7.67,13.0,screener
VBL,Dec 2025,2025-12-31,annual,21685.0,16616.0,5070.0,23.0,352.0,196.0,1216.0,4010.0,24.0,3062.0,8.98,17.0,screener
VBL,TTM,,annual,22693.0,17388.0,5305.0,23.0,368.0,177.0,1301.0,4195.0,,3209.0,9.4,,screener
VEDL,Mar 2022,2022-03-31,annual,132732.0,87908.0,44824.0,34.0,1832.0,4797.0,8895.0,32964.0,28.0,23710.0,50.58,89.0,screener
VEDL,Mar 2023,2023-03-31,annual,147308.0,112877.0,34431.0,23.0,2625.0,6225.0,10555.0,20276.0,28.0,14503.0,28.45,357.0,screener
VEDL,Mar 2024,2024-03-31,annual,143727.0,108415.0,35312.0,25.0,5241.0,9465.0,10723.0,20365.0,63.0,7539.0,11.4,259.0,screener
VEDL,Mar 2025,2025-03-31,annual,62717.0,44139.0,18578.0,30.0,12739.0,4197.0,4233.0,22887.0,10.0,20535.0,38.33,113.0,screener
