symbol,period_label,period_end,period_type,operating_cf,investing_cf,financing_cf,net_cf,source
INDIANB,Mar 2023,2023-03-31,annual,-27894.0,-314.0,-1543.0,-29751.0,screener
INDIANB,Mar 2024,2024-03-31,annual,-8617.0,-618.0,1195.0,-8040.0,screener
INDIANB,Mar 2025,2025-03-31,annual,17396.0,-348.0,-4264.0,12784.0,screener
INDIANB,Mar 2026,2026-03-31,annual,18815.0,-428.0,-7649.0,10738.0,screener
INDIANCARD,Mar 2022,2022-03-31,annual,-0.09,166.76,-4.59,162.08,screener
INDIANCARD,Mar 2023,2023-03-31,annual,2.96,-120.93,-30.84,-148.81,screener
INDIANCARD,Mar 2024,2024-03-31,annual,1.55,-20.7,-2.11,-21.27,screener
INDIANCARD,Mar 2025,2025-03-31,annual,-17.32,57.65,-11.85,28.47,screener
INDIANCARD,Mar 2026,2026-03-31,annual,-15.86,-3.52,-14.5,-33.89,screener
INDIASHLTR,Mar 2022,2022-03-31,annual,-495.0,-186.0,592.0,-89.0,screener
INDIASHLTR,Mar 2023,2023-03-31,annual,-852.0,162.0,907.0,217.0,screener
INDIASHLTR,Mar 2024,2024-03-31,annual,-1232.0,-236.0,1220.0,-249.0,screener
INDIASHLTR,Mar 2025,2025-03-31,annual,-1435.0,-61.0,1566.0,70.0,screener
INDIASHLTR,Mar 2026,2026-03-31,annual,-1185.0,-105.0,1238.0,-53.0,screener
INDIGO,Mar 2022,2022-03-31,annual,2091.0,1504.0,-3088.0,506.0,screener
INDIGO,Mar 2023,2023-03-31,annual,12728.0,-4043.0,-8432.0,253.0,screener
INDIGO,Mar 2024,2024-03-31,annual,21218.0,-11812.0,-9979.0,-573.0,screener
INDIGO,Mar 2025,2025-03-31,annual,24151.0,-12758.0,-11015.0,378.0,screener
INDIGO,Mar 2026,2026-03-31,annual,23470.0,-1952.0,-21276.0,241.0,screener
INDIGOPNTS,Mar 2023,2023-03-31,annual,116.0,-84.0,-20.0,12.0,screener
INDIGOPNTS,Mar 2024,2024-03-31,annual,151.0,-142.0,-23.0,-14.0,screener
INDIGOPNTS,Mar 2025,2025-03-31,annual,206.0,-178.0,-24.0,4.0,screener
INDIGOPNTS,Mar 2026,2026-03-31,annual,223.0,-196.0,-32.0,-5.0,screener
INDNIPPON,Mar 2022,2022-03-31,annual,7.0,28.0,-15.0,20.0,screener
INDNIPPON,Mar 2023,2023-03-31,annual,57.0,-46.0,-22.0,-11.0,screener
INDNIPPON,Mar 2024,2024-03-31,annual,63.0,-39.0,-25.0,-1.0,screener
INDNIPPON,Mar 2025,2025-03-31,annual,50.0,-12.0,-30.0,8.0,screener
INDNIPPON,Mar 2026,2026-03-31,annual,40.0,-18.0,-36.0,-14.0,screener
INDOAMIN,Mar 2022,2022-03-31,annual,15.0,-39.0,32.0,9.0,screener
INDOAMIN,Mar 2023,2023-03-31,annual,20.0,-30.0,4.0,-5.0,screener
INDOAMIN,Mar 2024,2024-03-31,annual,70.0,-27.0,-41.0,2.0,screener
INDOAMIN,Mar 2025,2025-03-31,annual,35.0,-82.0,42.0,-5.0,screener
INDOAMIN,Mar 2026,2026-03-31,annual,79.0,-71.0,-1.0,7.0,screener
INDOBORAX,Mar 2022,2022-03-31,annual,11.0,26.0,-3.0,34.0,screener
INDOBORAX,Mar 2023,2023-03-31,annual,60.0,-8.0,-3.0,49.0,screener
INDOBORAX,Mar 2024,2024-03-31,annual,69.0,-30.0,-3.0,36.0,screener
INDOBORAX,Mar 2025,2025-03-31,annual,-72.0,-7.0,-3.0,-82.0,screener
INDOBORAX,Mar 2026,2026-03-31,annual,87.0,-77.0,-3.0,7.0,screener
INDOCO,Mar 2022,2022-03-31,annual,174.0,-121.0,-44.0,8.0,screener
INDOCO,Mar 2023,2023-03-31,annual,179.0,-208.0,23.0,-7.0,screener
INDOCO,Mar 2024,2024-03-31,annual,155.0,-432.0,280.0,4.0,screener
INDOCO,Mar 2025,2025-03-31,annual,95.0,-339.0,241.0,-3.0,screener
INDOCO,Mar 2026,2026-03-31,annual,192.0,-102.0,-77.0,14.0,screener
INDOFARM,Mar 2022,2022-03-31,annual,10.0,-26.0,16.0,0.0,screener
INDOFARM,Mar 2023,2023-03-31,annual,30.0,-8.0,-22.0,0.0,screener
INDOFARM,Mar 2024,2024-03-31,annual,41.0,-3.0,-26.0,12.0,screener
INDOFARM,Mar 2025,2025-03-31,annual,53.0,-75.0,68.0,46.0,screener
INDOFARM,Mar 2026,2026-03-31,annual,30.0,25.0,-41.0,14.0,screener
INDOSTAR,Mar 2022,2022-03-31,annual,-1564.0,1165.0,200.0,-199.0,screener
INDOSTAR,Mar 2023,2023-03-31,annual,899.0,-259.0,-540.0,99.0,screener
INDOSTAR,Mar 2024,2024-03-31,annual,-2208.0,683.0,1959.0,434.0,screener
INDOSTAR,Mar 2025,2025-03-31,annual,-1061.0,-305.0,1070.0,-296.0,screener
INDOSTAR,Mar 2026,2026-03-31,annual,-989.0,2259.0,-1330.0,-60.0,screener
INDOTHAI,Mar 2022,2022-03-31,annual,5.0,-9.0,-1.0,-4.0,screener
INDOTHAI,Mar 2023,2023-03-31,annual,1.0,-2.0,0.0,0.0,screener
INDOTHAI,Mar 2024,2024-03-31,annual,-3.0,3.0,0.0,1.0,screener
INDOTHAI,Mar 2025,2025-03-31,annual,-22.0,-75.0,95.0,-2.0,screener
INDOTHAI,Mar 2026,2026-03-31,annual,-34.0,-22.0,58.0,2.0,screener
INDOWIND,Mar 2022,2022-03-31,annual,1.41,2.63,-6.46,-2.42,screener
INDOWIND,Mar 2023,2023-03-31,annual,0.32,4.78,15.07,20.17,screener
INDOWIND,Mar 2024,2024-03-31,annual,-8.05,43.96,-57.19,-21.28,screener
INDOWIND,Mar 2025,2025-03-31,annual,-9.17,-22.5,32.9,1.24,screener
INDOWIND,Mar 2026,2026-03-31,annual,2.77,-33.8,38.55,7.52,screener
INDSWFTLAB,Mar 2022,2022-03-31,annual,150.0,5.0,-141.0,14.0,screener
INDSWFTLAB,Mar 2023,2023-03-31,annual,195.0,-13.0,-186.0,-4.0,screener
INDSWFTLAB,Mar 2024,2024-03-31,annual,-187.0,-28.0,657.0,443.0,screener
INDSWFTLAB,Mar 2025,2025-03-31,annual,-25.0,-110.0,69.0,-66.0,screener
INDSWFTLAB,Mar 2026,2026-03-31,annual,-70.0,-73.0,142.0,-1.0,screener
INDUSFILA,Jun 2008,2008-06-30,annual,-17.0,-17.0,31.0,-3.0,screener
INDUSFILA,Mar 2010,2010-03-31,annual,31.0,-5.0,-26.0,0.0,screener
INDUSFILA,Mar 2011,2011-03-31,annual,14.0,-6.0,-8.0,0.0,screener
INDUSFILA,Mar 2012,2012-03-31,annual,43.0,-5.0,-34.0,4.0,screener
INDUSFILA,Jun 2013,2013-06-30,annual,33.0,0.0,-39.0,-6.0,screener
INDUSINDBK,Mar 2022,2022-03-31,annual,16672.0,-395.0,-4302.0,11975.0,screener
INDUSINDBK,Mar 2023,2023-03-31,annual,-12442.0,-481.0,1115.0,-11808.0,screener
INDUSINDBK,Mar 2024,2024-03-31,annual,-16925.0,-703.0,-2242.0,-19869.0,screener
INDUSINDBK,Mar 2025,2025-03-31,annual,18278.0,-685.0,4876.0,22468.0,screener
INDUSINDBK,Mar 2026,2026-03-31,annual,993.0,-524.0,-10912.0,-10443.0,screener
INDUSTOWER,Mar 2022,2022-03-31,annual,9121.0,-2174.0,-5982.0,966.0,screener
INDUSTOWER,Mar 2023,2023-03-31,annual,7905.0,-1730.0,-7133.0,-958.0,screener
INDUSTOWER,Mar 2024,2024-03-31,annual,11582.0,-7546.0,-3995.0,41.0,screener
INDUSTOWER,Mar 2025,2025-03-31,annual,19645.0,-10910.0,-8648.0,87.0,screener
INDUSTOWER,Mar 2026,2026-03-31,annual,15684.0,-10198.0,-5588.0,-102.0,screener
INFOBEAN,Mar 2022,2022-03-31,annual,81.0,-47.0,-15.0,18.0,screener
INFOBEAN,Mar 2023,2023-03-31,annual,77.0,-71.0,-14.0,-8.0,screener
INFOBEAN,Mar 2024,2024-03-31,annual,44.0,-24.0,-15.0,4.0,screener
INFOBEAN,Mar 2025,2025-03-31,annual,50.0,-27.0,-13.0,10.0,screener
INFOBEAN,Mar 2026,2026-03-31,annual,85.0,-51.0,-21.0,12.0,screener
INFY,Mar 2022,2022-03-31,annual,23885.0,-6485.0,-24642.0,-7242.0,screener
INFY,Mar 2023,2023-03-31,annual,22467.0,-1071.0,-26695.0,-5299.0,screener
INFY,Mar 2024,2024-03-31,annual,25210.0,-5093.0,-17504.0,2613.0,screener
INFY,Mar 2025,2025-03-31,annual,35694.0,-1864.0,-24161.0,9669.0,screener
INFY,Mar 2026,2026-03-31,annual,33986.0,3546.0,-39786.0,-2254.0,screener
INNOVACAP,Mar 2022,2022-03-31,annual,59.0,-188.0,125.0,-5.0,screener
INNOVACAP,Mar 2023,2023-03-31,annual,67.0,-91.0,27.0,3.0,screener
INNOVACAP,Mar 2024,2024-03-31,annual,146.0,-499.0,361.0,8.0,screener
INNOVACAP,Mar 2025,2025-03-31,annual,64.0,-152.0,92.0,4.0,screener
INNOVACAP,Mar 2026,2026-03-31,annual,117.0,-107.0,-22.0,-12.0,screener
INNOVISION,Mar 2022,2022-03-31,annual,5.0,-3.0,-4.0,-2.0,screener
INNOVISION,Mar 2023,2023-03-31,annual,3.0,1.0,-4.0,0.0,screener
INNOVISION,Mar 2024,2024-03-31,annual,6.0,-34.0,9.0,-19.0,screener
INNOVISION,Mar 2025,2025-03-31,annual,-22.0,2.0,23.0,3.0,screener
INNOVISION,Mar 2026,2026-03-31,annual,-28.0,-134.0,206.0,44.0,screener
INOXGREEN,Mar 2022,2022-03-31,annual,141.0,-153.0,-63.0,-76.0,screener
INOXGREEN,Mar 2023,2023-03-31,annual,-26.0,-5.0,-10.0,-42.0,screener
INOXGREEN,Mar 2024,2024-03-31,annual,-8.0,-63.0,79.0,8.0,screener
INOXGREEN,Mar 2025,2025-03-31,annual,60.0,-637.0,572.0,-5.0,screener
INOXGREEN,Mar 2026,2026-03-31,annual,67.0,-293.0,307.0,81.0,screener
INOXINDIA,Mar 2022,2022-03-31,annual,97.0,-72.0,-26.0,-1.0,screener
INOXINDIA,Mar 2023,2023-03-31,annual,177.0,-13.0,-154.0,10.0,screener
INOXINDIA,Mar 2024,2024-03-31,annual,122.0,-26.0,-103.0,-6.0,screener
INOXINDIA,Mar 2025,2025-03-31,annual,122.0,-141.0,17.0,-1.0,screener
INOXINDIA,Mar 2026,2026-03-31,annual,117.0,-110.0,5.0,13.0,screener
INOXWIND,Mar 2022,2022-03-31,annual,-475.0,-74.0,486.0,-62.0,screener
INOXWIND,Mar 2023,2023-03-31,annual,-1100.0,231.0,824.0,-45.0,screener
INOXWIND,Mar 2024,2024-03-31,annual,-366.0,487.0,-130.0,-9.0,screener
INOXWIND,Mar 2025,2025-03-31,annual,138.0,-406.0,277.0,9.0,screener
INOXWIND,Mar 2026,2026-03-31,annual,-598.0,-850.0,1558.0,110.0,screener
INTELLECT,Mar 2022,2022-03-31,annual,453.0,-399.0,-52.0,1.0,screener
INTELLECT,Mar 2023,2023-03-31,annual,174.0,-177.0,-50.0,-52.0,screener
INTELLECT,Mar 2024,2024-03-31,annual,410.0,-255.0,-49.0,106.0,screener
INTELLECT,Mar 2025,2025-03-31,annual,431.0,-244.0,-63.0,124.0,screener
INTELLECT,Mar 2026,2026-03-31,annual,510.0,-272.0,-113.0,125.0,screener
IOB,Mar 2022,2022-03-31,annual,5539.0,-49.0,479.0,5969.0,screener
IOB,Mar 2023,2023-03-31,annual,-13655.0,-560.0,-1916.0,-16130.0,screener
IOB,Mar 2024,2024-03-31,annual,-1119.0,-359.0,-528.0,-2006.0,screener
IOB,Mar 2025,2025-03-31,annual,2647.0,-579.0,337.0,2405.0,screener
IOB,Mar 2026,2026-03-31,annual,4780.0,-639.0,-138.0,4003.0,screener
IOC,Mar 2022,2022-03-31,annual,24570.0,-21178.0,-2997.0,395.0,screener
IOC,Mar 2023,2023-03-31,annual,29644.0,-28030.0,-1794.0,-180.0,screener
IOC,Mar 2024,2024-03-31,annual,71146.0,-31512.0,-39385.0,250.0,screener
IOC,Mar 2025,2025-03-31,annual,34699.0,-31848.0,-3425.0,-573.0,screener
IOC,Mar 2026,2026-03-31,annual,76142.0,-22274.0,-52672.0,1197.0,screener
IOLCP,Mar 2022,2022-03-31,annual,93.0,-121.0,-2.0,-29.0,screener
IOLCP,Mar 2023,2023-03-31,annual,122.0,-120.0,-4.0,-2.0,screener
IOLCP,Mar 2024,2024-03-31,annual,290.0,-191.0,-92.0,6.0,screener
IOLCP,Mar 2025,2025-03-31,annual,179.0,-154.0,46.0,70.0,screener
IOLCP,Mar 2026,2026-03-31,annual,214.0,-198.0,-29.0,-13.0,screener
IONEXCHANG,Mar 2022,2022-03-31,annual,91.0,-93.0,-27.0,-28.0,screener
IONEXCHANG,Mar 2023,2023-03-31,annual,63.0,-41.0,-15.0,6.0,screener
IONEXCHANG,Mar 2024,2024-03-31,annual,130.0,-160.0,8.0,-22.0,screener
IONEXCHANG,Mar 2025,2025-03-31,annual,32.0,-165.0,128.0,-4.0,screener
IONEXCHANG,Mar 2026,2026-03-31,annual,-28.0,-44.0,100.0,27.0,screener
IPCALAB,Mar 2022,2022-03-31,annual,856.0,-851.0,427.0,432.0,screener
IPCALAB,Mar 2023,2023-03-31,annual,806.0,-725.0,507.0,588.0,screener
IPCALAB,Mar 2024,2024-03-31,annual,945.0,-1215.0,-553.0,-823.0,screener
IPCALAB,Mar 2025,2025-03-31,annual,1321.0,-870.0,-283.0,169.0,screener
IPCALAB,Mar 2026,2026-03-31,annual,1142.0,-247.0,-754.0,142.0,screener
IPL,Mar 2022,2022-03-31,annual,76.0,-133.0,71.0,14.0,screener
IPL,Mar 2023,2023-03-31,annual,45.0,-24.0,-25.0,-4.0,screener
IPL,Mar 2024,2024-03-31,annual,115.0,-120.0,3.0,-2.0,screener
IPL,Mar 2025,2025-03-31,annual,3.0,1.0,19.0,23.0,screener
IPL,Mar 2026,2026-03-31,annual,62.0,-83.0,36.0,15.0,screener
IRB,Mar 2022,2022-03-31,annual,364.0,-1553.0,589.0,-601.0,screener
IRB,Mar 2023,2023-03-31,annual,1764.0,-650.0,-860.0,253.0,screener
IRB,Mar 2024,2024-03-31,annual,4054.0,-3644.0,-477.0,-68.0,screener
IRB,Mar 2025,2025-03-31,annual,1971.0,375.0,-720.0,1627.0,screener
IRB,Mar 2026,2026-03-31,annual,2098.0,-910.0,-2702.0,-1513.0,screener
IRCON,Mar 2022,2022-03-31,annual,1414.0,-1241.0,671.0,844.0,screener
IRCON,Mar 2023,2023-03-31,annual,-278.0,1582.0,-223.0,1080.0,screener
IRCON,Mar 2024,2024-03-31,annual,-79.0,-720.0,640.0,-158.0,screener
IRCON,Mar 2025,2025-03-31,annual,-1110.0,54.0,1156.0,100.0,screener
IRCON,Mar 2026,2026-03-31,annual,-618.0,-366.0,801.0,-182.0,screener
IRCTC,Mar 2023,2023-03-31,annual,812.0,-317.0,-434.0,61.0,screener
IRCTC,Mar 2024,2024-03-31,annual,882.0,-200.0,-404.0,277.0,screener
IRCTC,Mar 2025,2025-03-31,annual,833.0,-252.0,-910.0,-329.0,screener
IRCTC,Mar 2026,2026-03-31,annual,1273.0,-446.0,-787.0,40.0,screener
IREDA,Mar 2020,2020-03-31,annual,-1709.0,0.0,2141.0,431.0,screener
IREDA,Mar 2021,2021-03-31,annual,-3206.0,-2.0,2441.0,-767.0,screener
IREDA,Mar 2024,2024-03-31,annual,-11100.0,-23.0,11059.0,-64.0,screener
IREDA,Mar 2025,2025-03-31,annual,-14460.0,-518.0,14960.0,-17.0,screener
IREDA,Mar 2026,2026-03-31,annual,-14477.0,-281.0,14748.0,-10.0,screener
IRIS,Mar 2022,2022-03-31,annual,0.0,0.0,0.0,0.0,screener
IRIS,Mar 2023,2023-03-31,annual,6.0,-2.0,-2.0,2.0,screener
IRIS,Mar 2024,2024-03-31,annual,12.0,-5.0,-1.0,6.0,screener
IRIS,Mar 2025,2025-03-31,annual,28.0,-27.0,17.0,18.0,screener
IRIS,Mar 2026,2026-03-31,annual,105.0,-119.0,-3.0,-17.0,screener
IRMENERGY,Mar 2022,2022-03-31,annual,129.0,-110.0,15.0,33.0,screener
IRMENERGY,Mar 2023,2023-03-31,annual,47.0,-175.0,118.0,-10.0,screener
IRMENERGY,Mar 2024,2024-03-31,annual,120.0,-291.0,380.0,209.0,screener
IRMENERGY,Mar 2025,2025-03-31,annual,94.0,-199.0,-116.0,-221.0,screener
IRMENERGY,Mar 2026,2026-03-31,annual,143.0,-44.0,-96.0,3.0,screener
ISGEC,Mar 2022,2022-03-31,annual,-70.0,-159.0,176.0,-53.0,screener
ISGEC,Mar 2023,2023-03-31,annual,208.0,-43.0,-98.0,67.0,screener
ISGEC,Mar 2024,2024-03-31,annual,735.0,-274.0,-487.0,-26.0,screener
ISGEC,Mar 2025,2025-03-31,annual,116.0,-274.0,108.0,-49.0,screener
ISGEC,Mar 2026,2026-03-31,annual,765.0,-131.0,-341.0,293.0,screener
ITC,Mar 2022,2022-03-31,annual,15776.0,-2238.0,-13580.0,-43.0,screener
ITC,Mar 2023,2023-03-31,annual,18878.0,-5732.0,-13006.0,139.0,screener
ITC,Mar 2024,2024-03-31,annual,17179.0,1563.0,-18551.0,191.0,screener
ITC,Mar 2025,2025-03-31,annual,17627.0,-564.0,-17037.0,26.0,screener
ITC,Mar 2026,2026-03-31,annual,18464.0,-2321.0,-16147.0,-4.0,screener
ITCHOTELS,Mar 2024,2024-03-31,annual,672.0,-753.0,127.0,47.0,screener
ITCHOTELS,Mar 2025,2025-03-31,annual,801.0,-2203.0,1430.0,27.0,screener
ITCHOTELS,Mar 2026,2026-03-31,annual,1110.0,-1174.0,19.0,-46.0,screener
ITDC,Mar 2022,2022-03-31,annual,16.0,5.0,0.0,21.0,screener
ITDC,Mar 2023,2023-03-31,annual,-12.0,-3.0,0.0,-15.0,screener
ITDC,Mar 2024,2024-03-31,annual,-3.0,50.0,-19.0,28.0,screener
ITDC,Mar 2025,2025-03-31,annual,53.0,-4.0,-22.0,27.0,screener
ITDC,Mar 2026,2026-03-31,annual,70.0,-73.0,-25.0,-28.0,screener
ITI,Mar 2022,2022-03-31,annual,-432.0,178.0,241.0,-12.0,screener
ITI,Mar 2023,2023-03-31,annual,-294.0,46.0,241.0,-6.0,screener
ITI,Mar 2024,2024-03-31,annual,974.0,-543.0,-322.0,109.0,screener
ITI,Mar 2025,2025-03-31,annual,-135.0,651.0,-485.0,30.0,screener
ITI,Mar 2026,2026-03-31,annual,-135.0,924.0,-913.0,-124.0,screener
IVALUE,Mar 2022,2022-03-31,annual,33.0,-24.0,-29.0,-19.0,screener
IVALUE,Mar 2023,2023-03-31,annual,-23.0,30.0,22.0,29.0,screener
IVALUE,Mar 2024,2024-03-31,annual,66.0,24.0,-22.0,67.0,screener
IVALUE,Mar 2025,2025-03-31,annual,46.0,-36.0,-20.0,-10.0,screener
IVALUE,Mar 2026,2026-03-31,annual,108.0,-98.0,-9.0,2.0,screener
IXIGO,Mar 2022,2022-03-31,annual,-34.0,-222.0,258.0,2.0,screener
IXIGO,Mar 2023,2023-03-31,annual,31.0,22.0,-2.0,51.0,screener
IXIGO,Mar 2024,2024-03-31,annual,43.0,-45.0,-46.0,-48.0,screener
IXIGO,Mar 2025,2025-03-31,annual,122.0,-203.0,104.0,23.0,screener
IXIGO,Mar 2026,2026-03-31,annual,196.0,-1211.0,1287.0,271.0,screener
IZMO,Mar 2022,2022-03-31,annual,16.0,-22.0,-6.0,-12.0,screener
IZMO,Mar 2023,2023-03-31,annual,30.0,-29.0,0.0,0.0,screener
IZMO,Mar 2024,2024-03-31,annual,31.0,-29.0,3.0,5.0,screener
IZMO,Mar 2025,2025-03-31,annual,4.0,-2.0,5.0,8.0,screener
IZMO,Mar 2026,2026-03-31,annual,20.0,-32.0,-2.0,-14.0,screener
J&KBANK,Mar 2022,2022-03-31,annual,-1568.0,-85.0,941.0,-712.0,screener
J&KBANK,Mar 2023,2023-03-31,annual,-407.0,-124.0,638.0,107.0,screener
J&KBANK,Mar 2024,2024-03-31,annual,-853.0,-257.0,407.0,-702.0,screener
J&KBANK,Mar 2025,2025-03-31,annual,2723.0,-102.0,-1034.0,1587.0,screener
J&KBANK,Mar 2026,2026-03-31,annual,-1126.0,-302.0,-500.0,-1928.0,screener
JAICORPLTD,Mar 2022,2022-03-31,annual,91.0,4.0,-98.0,-3.0,screener
JAICORPLTD,Mar 2023,2023-03-31,annual,72.0,-60.0,-17.0,-5.0,screener
JAICORPLTD,Mar 2024,2024-03-31,annual,41.0,-30.0,-11.0,0.0,screener
JAICORPLTD,Mar 2025,2025-03-31,annual,45.0,111.0,-155.0,1.0,screener
JAICORPLTD,Mar 2026,2026-03-31,annual,14.0,85.0,-97.0,2.0,screener
JAINREC,Mar 2023,2023-03-31,annual,11.0,-9.0,3.0,5.0,screener
JAINREC,Mar 2024,2024-03-31,annual,33.0,-93.0,136.0,76.0,screener
JAINREC,Mar 2025,2025-03-31,annual,4.0,-26.0,-35.0,-58.0,screener
JAINREC,Mar 2026,2026-03-31,annual,-591.0,-79.0,716.0,46.0,screener
JAMNAAUTO,Mar 2022,2022-03-31,annual,1.0,-36.0,20.0,-15.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2023,2023-03-31,annual,374.0,-88.0,-257.0,28.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2024,2024-03-31,annual,90.0,-160.0,92.0,22.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2025,2025-03-31,annual,289.0,-189.0,-34.0,66.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2026,2026-03-31,annual,510.0,-245.0,-302.0,-37.0,screener_yfinance_fallback_normalized
JARO,Mar 2022,2022-03-31,annual,11.0,-6.0,1.0,6.0,screener
JARO,Mar 2023,2023-03-31,annual,3.0,-8.0,-5.0,-10.0,screener
JARO,Mar 2024,2024-03-31,annual,-17.0,47.0,-19.0,12.0,screener
JASH,Mar 2022,2022-03-31,annual,14.0,-16.0,2.0,0.0,screener
JASH,Mar 2023,2023-03-31,annual,34.0,-16.0,-13.0,5.0,screener
JASH,Mar 2024,2024-03-31,annual,58.0,-68.0,32.0,22.0,screener
JASH,Mar 2025,2025-03-31,annual,55.0,-72.0,-2.0,-18.0,screener
JASH,Mar 2026,2026-03-31,annual,56.0,-24.0,-17.0,15.0,screener
JAYBARMARU,Mar 2022,2022-03-31,annual,106.0,-76.0,-29.0,1.0,screener
JAYBARMARU,Mar 2023,2023-03-31,annual,154.0,-65.0,-87.0,3.0,screener
JAYBARMARU,Mar 2024,2024-03-31,annual,188.0,-140.0,-51.0,-4.0,screener
JAYBARMARU,Mar 2025,2025-03-31,annual,199.0,-265.0,65.0,-1.0,screener
JAYBARMARU,Mar 2026,2026-03-31,annual,197.0,-132.0,-62.0,4.0,screener
JAYKAY,Mar 2022,2022-03-31,annual,-2.0,-22.0,9.0,-15.0,screener
JAYKAY,Mar 2023,2023-03-31,annual,-25.0,-3.0,32.0,5.0,screener
JAYKAY,Mar 2024,2024-03-31,annual,-32.0,-27.0,62.0,3.0,screener
JAYKAY,Mar 2025,2025-03-31,annual,0.0,-104.0,110.0,5.0,screener
JAYKAY,Mar 2026,2026-03-31,annual,40.0,-32.0,-4.0,4.0,screener
JAYNECOIND,Mar 2012,2012-03-31,annual,179.0,-516.0,408.0,70.0,screener
JAYNECOIND,Mar 2013,2013-03-31,annual,195.0,-1114.0,947.0,28.0,screener
JAYNECOIND,Mar 2014,2014-03-31,annual,184.0,-976.0,889.0,96.0,screener
JAYNECOIND,Mar 2015,2015-03-31,annual,332.0,-515.0,-9.0,-192.0,screener
JAYNECOIND,Mar 2016,2016-03-31,annual,521.0,-27.0,-506.0,-13.0,screener
JBCHEPHARM,Mar 2022,2022-03-31,annual,170.0,2.0,-138.0,34.0,screener
JBCHEPHARM,Mar 2023,2023-03-31,annual,626.0,-962.0,357.0,20.0,screener
JBCHEPHARM,Mar 2024,2024-03-31,annual,801.0,-404.0,-385.0,11.0,screener
JBCHEPHARM,Mar 2025,2025-03-31,annual,902.0,-296.0,-580.0,27.0,screener
JBCHEPHARM,Mar 2026,2026-03-31,annual,704.0,-586.0,-123.0,-5.0,screener
JBMA,Mar 2022,2022-03-31,annual,-142.0,-295.0,454.0,16.0,screener
JBMA,Mar 2023,2023-03-31,annual,484.0,-646.0,159.0,-2.0,screener
JBMA,Mar 2024,2024-03-31,annual,205.0,-443.0,248.0,10.0,screener
JBMA,Mar 2025,2025-03-31,annual,394.0,-556.0,224.0,62.0,screener
JBMA,Mar 2026,2026-03-31,annual,-60.0,-258.0,314.0,-4.0,screener
JGCHEM,Mar 2022,2022-03-31,annual,7.0,-5.0,0.0,1.0,screener
JGCHEM,Mar 2023,2023-03-31,annual,31.0,-5.0,-29.0,-2.0,screener
JGCHEM,Mar 2024,2024-03-31,annual,76.0,-140.0,107.0,43.0,screener
JGCHEM,Mar 2025,2025-03-31,annual,-11.0,25.0,-29.0,-15.0,screener
JGCHEM,Mar 2026,2026-03-31,annual,44.0,-60.0,1.0,-15.0,screener
JINDALPOLY,Mar 2021,2021-03-31,annual,911.0,-443.0,-534.0,-66.0,screener
JINDALPOLY,Mar 2022,2022-03-31,annual,724.0,-1078.0,259.0,-95.0,screener
JINDALPOLY,Mar 2023,2023-03-31,annual,-566.0,-2369.0,2856.0,-78.0,screener
JINDALPOLY,Mar 2024,2024-03-31,annual,133.0,-82.0,-44.0,6.0,screener
JINDALPOLY,Mar 2025,2025-03-31,annual,222.0,276.0,-492.0,6.0,screener
JINDALSAW,Mar 2022,2022-03-31,annual,73.0,-190.0,61.0,-55.0,screener
JINDALSAW,Mar 2023,2023-03-31,annual,1616.0,-68.0,-1966.0,-419.0,screener
JINDALSAW,Mar 2024,2024-03-31,annual,2593.0,-1917.0,-12.0,663.0,screener
JINDALSAW,Mar 2025,2025-03-31,annual,2335.0,-897.0,-1524.0,-86.0,screener
JINDALSAW,Mar 2026,2026-03-31,annual,1771.0,-947.0,-1073.0,-249.0,screener
JINDALSTEL,Mar 2022,2022-03-31,annual,16048.0,-2331.0,-15120.0,-1403.0,screener
JINDALSTEL,Mar 2023,2023-03-31,annual,7347.0,-4090.0,-2500.0,757.0,screener
JINDALSTEL,Mar 2024,2024-03-31,annual,6008.0,-8344.0,1381.0,-955.0,screener
JINDALSTEL,Mar 2025,2025-03-31,annual,10824.0,-12323.0,809.0,-689.0,screener
JINDALSTEL,Mar 2026,2026-03-31,annual,7204.0,-10734.0,2803.0,-727.0,screener
JINDRILL,Mar 2022,2022-03-31,annual,196.0,-66.0,-119.0,11.0,screener
JINDRILL,Mar 2023,2023-03-31,annual,64.0,-38.0,-23.0,3.0,screener
JINDRILL,Mar 2024,2024-03-31,annual,-44.0,-20.0,73.0,8.0,screener
JINDRILL,Mar 2025,2025-03-31,annual,864.0,-726.0,-148.0,-10.0,screener
JINDRILL,Mar 2026,2026-03-31,annual,178.0,-108.0,-82.0,-13.0,screener
JIOFIN,Mar 2023,2023-03-31,annual,2055.0,-1110.0,-889.0,56.0,screener
JIOFIN,Mar 2024,2024-03-31,annual,-678.0,1441.0,-753.0,11.0,screener
JIOFIN,Mar 2025,2025-03-31,annual,-10089.0,6406.0,3968.0,285.0,screener
JIOFIN,Mar 2026,2026-03-31,annual,-15439.0,-5652.0,21454.0,363.0,screener
JKCEMENT,Mar 2022,2022-03-31,annual,878.0,-984.0,62.0,-44.0,screener
JKCEMENT,Mar 2023,2023-03-31,annual,1377.0,-1964.0,741.0,154.0,screener
