"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"APOLLOHOSP",7806.5,11.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"SMALL_CAP"
"NATIONALUM",211.6,10.62,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50.7,"SMALL_CAP"
"DBREALTY",175.37,-24.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"SEQUENT",200.64,6.99,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,50.7,"MICRO_CAP"
"BATAINDIA",1237.7,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"YATHARTH",776.45,54.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"SIRCA",489.7,32.44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"GOLDETF",107.19,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,50.7,"MICRO_CAP"
"SOLARA",675.15,9.99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"GROWWGOLD",108.05,14.36,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,50.7,"MICRO_CAP"
"MOSCHIP",269.76,55.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,"MID_CAP"
"CAMS",4100.9,-3.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"SMALL_CAP"
"ABCAPITAL",289.15,5.09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,"SMALL_CAP"
"NYKAA",243.62,20.29,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,50,"SMALL_CAP"
"EIEL",264.39,14.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"AAVAS",1670.6,-15.98,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,50,"MICRO_CAP"
"CREDITACC",1363.4,17.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"RATEGAIN",639.2,51.57,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"PSUBANK",740.48,6.75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,50,"MICRO_CAP"
"MAHLIFE",379.35,5.74,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"INDIACEM",398.7,21.73,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,50,"MICRO_CAP"
"RICOAUTO",104.44,43.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"JTEKTINDIA",174.26,25.97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"VOLTAS",1419.9,8.91,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,49.3,"SMALL_CAP"
"TATATECH",724.4,3.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49.3,"SMALL_CAP"
"LUPIN",2055.6,7.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49.3,"SMALL_CAP"
"TEGA",2015.1,41.75,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,49.3,"SMALL_CAP"
"QPOWER",1001.2,54.92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,49.3,"MICRO_CAP"
"CHENNPETRO",742.4,12.04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,49.3,"MICRO_CAP"
"SUPRAJIT",475.45,3.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49.3,"MICRO_CAP"
"JAICORPLTD",158.67,45.56,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,49.3,"MICRO_CAP"
"JAMNAAUTO",107.86,16.85,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,49.3,"MICRO_CAP"
"SILVER",129.05,22.17,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,49.3,"MICRO_CAP"
"BALUFORGE",661.1,6.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49.3,"MICRO_CAP"
"NUVOCO",447.45,30.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49.3,"MICRO_CAP"
"TIINDIA",3329.7,12.32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48.7,"SMALL_CAP"
"PHOENIXLTD",1629.8,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"SMALL_CAP"
"OLECTRA",1640.1,43.34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48.7,"SMALL_CAP"
"KIRLOSENG",964.65,12.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
"SHAILY",2349.9,47.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,48.7,"MICRO_CAP"
"MANINDS",443.1,10.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
"JBCHEPHARM",1714.2,-2.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
"SHREEPUSHK",384.2,27.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
"FINPIPE",216.92,-0.43,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
"EVEREADY",422.35,36.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
"ELIN",224.75,98.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
"POONAWALLA",500.25,12.85,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,48,"MID_CAP"
"INDHOTEL",775.55,-1.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"MID_CAP"
"BHEL",237.17,-11.78,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,48,"MID_CAP"
"RBLBANK",271,16.15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,"SMALL_CAP"
"IRMENERGY",360.1,22.53,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,48,"SMALL_CAP"
"MOBIKWIK",293.8,13.64,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,48,"SMALL_CAP"
"RAMKY",600.65,13.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"SMALL_CAP"
"BAYERCROP",5347,-10.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"SMALL_CAP"
"M&MFIN",289.55,8.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"CARBORUNIV",958.7,-0.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,"MICRO_CAP"
"TARIL",533.8,11.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"CESC",169.46,-2.46,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,48,"MICRO_CAP"
"ESCORTS",3688.1,11.22,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,48,"MICRO_CAP"
"PARAGMILK",294.14,35.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"KROSS",217.21,11.03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"CIEINDIA",435.6,-2.29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,48,"MICRO_CAP"
"PFOCUS",184.02,70.07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"FUSION",189.81,-8.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"PRICOLLTD",539.85,24.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"VENTIVE",769.25,11.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"KKCL",570.4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"TIRUMALCHM",324.75,16.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"AUTOBEES",280.35,16.77,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,48,"MICRO_CAP"
"UNIECOM",141.75,17.07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,"MICRO_CAP"
"CEIGALL",275.99,10.36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,"MICRO_CAP"
"WAAREEENER",3526.3,22.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.3,"LARGE_CAP"
"BDL",1631.6,-12.23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,47.3,"MID_CAP"
"ASTRAL",1452.4,-5.24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.3,"SMALL_CAP"
"SARDAEN",573.65,32.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.3,"SMALL_CAP"
"GPIL",261.71,44.16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,47.3,"MICRO_CAP"
"GRAPHITE",569.9,2.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"AWFIS",618.5,-5.77,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,47.3,"MICRO_CAP"
"ORIENTTECH",361.7,9.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,47.3,"MICRO_CAP"
"GOKULAGRO",404.6,37.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"LIQUIDPLUS",1051.33,1.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"HARIOMPIPE",550.15,41.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"IGARASHI",543.25,15.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"CCL",886.05,6.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"SENORES",712.3,27.75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"ASKAUTOLTD",516.7,0.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.3,"MICRO_CAP"
"CARRARO",454.9,5.65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47.3,"MICRO_CAP"
"CONSUMBEES",138.63,6.63,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,47.3,"MICRO_CAP"
"UPL",691.1,9.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"LARGE_CAP"
"AWL",256.95,-0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"MID_CAP"
"HUDCO",229.04,-5.41,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,46.7,"SMALL_CAP"
"SUPRIYA",726.2,7.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"SMALL_CAP"
"BHARATFORG",1272.7,-1.22,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,46.7,"SMALL_CAP"
"KANSAINER",251.85,3.62,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,46.7,"MICRO_CAP"
"AVANTIFEED",733.15,0.74,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,46.7,"MICRO_CAP"
"APOLLOTYRE",480.65,8.7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,46.7,"MICRO_CAP"
"ACMESOLAR",295,22.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"MICRO_CAP"
"GRANULES",543.4,10.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"MICRO_CAP"
"LXCHEM",220.17,12.88,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,46.7,"MICRO_CAP"
"FACT",1000.15,4.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46.7,"MICRO_CAP"
"HUBTOWN",325.35,44.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"MICRO_CAP"
"SPIC",100.4,14.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"MICRO_CAP"
"SIMPLEXINF",306,13.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.7,"MICRO_CAP"
"GRASIM",2877.9,-0.21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46,"MID_CAP"
"COROMANDEL",2261.5,-0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,"MID_CAP"
"APTUS",332.7,4.27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,"SMALL_CAP"
"ITCHOTELS",236.74,6.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,"SMALL_CAP"
"IPCALAB",1441,8.19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,46,"SMALL_CAP"
"JBMA",725.6,14.86,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,46,"SMALL_CAP"
"GESHIP",1054.4,7.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,46,"MICRO_CAP"
"MTARTECH",1798.3,12.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,"MICRO_CAP"
"TI",459.3,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,"MICRO_CAP"
"SANGHVIMOV",376.35,36.86,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46,"MICRO_CAP"
"SOBHA",1595.2,9.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,"MICRO_CAP"
"CYIENTDLM",479,2.16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,46,"MICRO_CAP"
"AXISBANK",1135.9,-9.03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,45.3,"LARGE_CAP"
"HINDUNILVR",2559.6,13.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45.3,"LARGE_CAP"
"PCBL",413.55,-1.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45.3,"MID_CAP"
"LTFOODS",472.75,8.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45.3,"MICRO_CAP"
"THOMASCOOK",172.18,5.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45.3,"MICRO_CAP"
"GREAVESCOT",220.96,10.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45.3,"MICRO_CAP"
"CAPACITE",312.25,-6.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,45.3,"MICRO_CAP"
"NDRAUTO",1087,14.09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45.3,"MICRO_CAP"
"SMSPHARMA",292.14,20.48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,45.3,"MICRO_CAP"
"SHILPAMED",825,29.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45.3,"MICRO_CAP"
"ADANIPORTS",1427.8,-0.12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,44.7,"LARGE_CAP"
"SBILIFE",1841.7,-1.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,44.7,"MID_CAP"
"COLPAL",2337.9,-1.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.7,"SMALL_CAP"
"IGL",215.13,3.73,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44.7,"SMALL_CAP"
"CUB",211.91,3.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.7,"MICRO_CAP"
"SANDUMA",478,-1.31,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,44.7,"MICRO_CAP"
"SENCO",373.25,6.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.7,"MICRO_CAP"
"KIOCL",430.55,53.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.7,"MICRO_CAP"
"GARUDA",204.35,71.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.7,"MICRO_CAP"
"STLTECH",123.9,23.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.7,"MICRO_CAP"
"SINCLAIR",107.72,23.75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44.7,"MICRO_CAP"
"FDC",486.85,2.95,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,"MID_CAP"
"NAM-INDIA",834.8,5.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,"MICRO_CAP"
"TATACHEM",993.6,7.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44,"MICRO_CAP"
"PROTEAN",905.85,6.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,"MICRO_CAP"
"OPTIEMUS",651.05,2.38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44,"MICRO_CAP"
"IPL",231.93,5.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,"MICRO_CAP"
"ASHOKA",194.8,-10.18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,44,"MICRO_CAP"
"HINDOILEXP",180.17,6.11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,"MICRO_CAP"
"KSB",864.45,8.55,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,"MICRO_CAP"
"CAMLINFINE",229.75,40.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,"MICRO_CAP"
"ADANIENSOL",877.15,1.64,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,43.3,"LARGE_CAP"
"BEL",408.9,-0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.3,"LARGE_CAP"
"IOC",148.5,1.73,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,43.3,"MID_CAP"
"DRREDDY",1321.7,0.02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,43.3,"SMALL_CAP"
"TIMETECHNO",479.65,5.78,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43.3,"MICRO_CAP"
"GMRP&UI",124.3,17.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.3,"MICRO_CAP"
"DEEPAKFERT",1457.3,-9.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.3,"MICRO_CAP"
"TRIVENI",360.1,-7.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.3,"MICRO_CAP"
"KIMS",744.6,11.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43.3,"MICRO_CAP"
"TVSELECT",489.55,56.51,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,43.3,"MICRO_CAP"
"YATRA",152.43,88.51,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,43.3,"MICRO_CAP"
"GULFOILLUB",1275.1,5.65,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,43.3,"MICRO_CAP"
"UNIVCABLES",801.35,4.86,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,43.3,"MICRO_CAP"
"RPTECH",318.1,6.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,43.3,"MICRO_CAP"
"KABRAEXTRU",269.9,-18.68,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,43.3,"MICRO_CAP"
"TATAMOTORS",707.45,4.13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.7,"LARGE_CAP"
"UNIONBANK",140.3,-6.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.7,"MID_CAP"
"STARHEALTH",449.5,6.98,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,42.7,"MICRO_CAP"
"HERITGFOOD",524.55,10.31,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,42.7,"MICRO_CAP"
"PRSMJOHNSN",167.74,11.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42.7,"MICRO_CAP"
"VESUVIUS",530.5,-6.59,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42.7,"MICRO_CAP"
"SUNDRMFAST",1038.2,4.23,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,42.7,"MICRO_CAP"
"MARINE",220.77,38.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.7,"MICRO_CAP"
"PNGJL",637.15,11.44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.7,"MICRO_CAP"
"ARTEMISMED",238.63,-6.12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,42.7,"MICRO_CAP"
"SKIPPER",535.3,9.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42.7,"MICRO_CAP"
"KHAICHEM",128.79,168.69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.7,"MICRO_CAP"
"ADANIENT",2524,-2.75,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,"LARGE_CAP"
"POLICYBZR",1809.6,-1.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,"MID_CAP"
"ABB",5436.9,-10.93,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,"SMALL_CAP"
"GILLETTE",10352,-4.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,"SMALL_CAP"
"PREMEXPLN",622.4,7.28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42,"SMALL_CAP"
"HEG",521.35,5.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,"MICRO_CAP"
"RELIGARE",250.16,13.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,"MICRO_CAP"
"MANGCHEFER",306.8,16.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,"MICRO_CAP"
"SHK",248.8,6.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,"MICRO_CAP"
"HDFCNIFTY",283.03,-0.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42,"MICRO_CAP"
"PREMIERENE",1051.3,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.3,"MID_CAP"
"HINDZINC",453.05,1.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.3,"SMALL_CAP"
"ACC",1879.1,-0.16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,41.3,"SMALL_CAP"
"BHAGERIA",182.27,-3.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.3,"MICRO_CAP"
"RAJESHEXPO",202.53,-0.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,41.3,"MICRO_CAP"
"ENDURANCE",2879.5,10.81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.3,"MICRO_CAP"
"CASHIETF",1028.9,1.39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41.3,"MICRO_CAP"
"LIQUID1",1069.53,1.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41.3,"MICRO_CAP"
"KIRIINDUS",608.55,4.35,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,41.3,"MICRO_CAP"
"VIPIND",449.95,9.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.3,"MICRO_CAP"
"HCG",647.45,20.93,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.3,"MICRO_CAP"
"HLEGLAS",523,16.77,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41.3,"MICRO_CAP"
"REDINGTON",299.73,1.09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,40.7,"LARGE_CAP"
