"SYMBOL","TRADING_SIGNAL","TECHNICAL_SCORE","RSI","RELATIVE_STRENGTH","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","CONFIDENCE_CATEGORY","PERFORMANCE_CATEGORY","RISK_PERFORMANCE","ANALYSIS_DATE","BACKTESTING_TYPE"
"PRAKASH","SELL",24,38.2,1.77,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"SCHAEFFLER","SELL",24,39.9,0.81,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"EMUDHRA","SELL",24,30.2,1.2,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"INFRAIETF","SELL",24,35.9,2.43,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"INFRABEES","SELL",24,37.9,2.42,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"PSUBNKIETF","SELL",24,34.8,1.93,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"PSUBANKADD","SELL",24,37,1.76,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"GROWWN200","SELL",24,38.4,1.7,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"NIFMID150","SELL",24,35.9,1.18,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"BANKPSU","SELL",24,34.5,1.61,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"BSLSENETFG","SELL",24,39.7,2.28,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"SENSEXADD","SELL",24,35.6,2.19,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"AXSENSEX","SELL",24,37.1,2.02,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"NEWGEN","SELL",16,44.2,-23.26,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"GLAXO","SELL",16,41.8,-11.68,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"INTELLECT","SELL",16,45.6,-14.97,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"INDOTECH","SELL",16,42.4,-11.2,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"GAEL","SELL",16,42.1,-5.63,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"VISHNU","SELL",16,46.4,-7.61,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"LAMBODHARA","SELL",16,43.7,-6.93,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"ROSSELLIND","SELL",16,41.6,-5.13,0.454,0.5632,-0.0681,6,-0.105417956656347,"Medium","Negative","Negative",2025-09-01,"quick"
"MAXHEALTH","SELL",23.3,32.8,1.26,0.4532,0.56256,-0.06798,6,-0.105102040816327,"Medium","Negative","Negative",2025-09-01,"quick"
"SYNGENE","SELL",23.3,35.1,0.69,0.4532,0.56256,-0.06798,6,-0.105102040816327,"Medium","Negative","Negative",2025-09-01,"quick"
"SBCL","SELL",23.3,35.2,4.41,0.4532,0.56256,-0.06798,6,-0.105102040816327,"Medium","Negative","Negative",2025-09-01,"quick"
"SPECIALITY","SELL",23.3,38.9,1.26,0.4532,0.56256,-0.06798,6,-0.105102040816327,"Medium","Negative","Negative",2025-09-01,"quick"
"MIDQ50ADD","SELL",23.3,36.4,0.43,0.4532,0.56256,-0.06798,6,-0.105102040816327,"Medium","Negative","Negative",2025-09-01,"quick"
"WINDMACHIN","SELL",15.3,44.7,-8.01,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"VARDMNPOLY","SELL",15.3,40.5,-18.4,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"XCHANGING","SELL",15.3,40.4,-7.25,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"KOKUYOCMLN","SELL",15.3,41.8,-11.14,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"GTL","SELL",15.3,42.3,-7.29,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"SAGARDEEP","SELL",15.3,43.2,-13.3,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"DNAMEDIA","SELL",15.3,44.5,-4.57,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"NEXTMEDIA","SELL",15.3,41.6,-7.82,0.4512,0.56096,-0.06768,6,-0.104315659679408,"Medium","Negative","Negative",2025-09-01,"quick"
"KALYANKJIL","SELL",22.7,35.3,0.55,0.4508,0.56064,-0.06762,6,-0.104158964879852,"Medium","Negative","Negative",2025-09-01,"quick"
"GRAVITA","SELL",22.7,31.5,0.02,0.4508,0.56064,-0.06762,6,-0.104158964879852,"Medium","Negative","Negative",2025-09-01,"quick"
"GICRE","SELL",22.7,33.6,1.49,0.4508,0.56064,-0.06762,6,-0.104158964879852,"Medium","Negative","Negative",2025-09-01,"quick"
"GODREJAGRO","SELL",22.7,34.7,0.46,0.4508,0.56064,-0.06762,6,-0.104158964879852,"Medium","Negative","Negative",2025-09-01,"quick"
"KCP","SELL",22.7,39.9,4.63,0.4508,0.56064,-0.06762,6,-0.104158964879852,"Medium","Negative","Negative",2025-09-01,"quick"
"GLOBALVECT","SELL",22.7,38.2,0.3,0.4508,0.56064,-0.06762,6,-0.104158964879852,"Medium","Negative","Negative",2025-09-01,"quick"
"ELECTHERM","SELL",14.7,46.1,-24.06,0.4488,0.55904,-0.06732,5,-0.103378378378378,"Medium","Negative","Negative",2025-09-01,"quick"
"JUNIPER","SELL",14.7,41.2,-7.01,0.4488,0.55904,-0.06732,5,-0.103378378378378,"Medium","Negative","Negative",2025-09-01,"quick"
"MOHITIND","SELL",22,36.9,2.05,0.448,0.5584,-0.0672,5,-0.103067484662577,"Medium","Negative","Negative",2025-09-01,"quick"
"AMDIND","SELL",22,39.2,2.55,0.448,0.5584,-0.0672,5,-0.103067484662577,"Medium","Negative","Negative",2025-09-01,"quick"
"ACE","SELL",14,49.1,-8.53,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"TEJASNET","SELL",14,43.6,-12.82,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"ELECON","SELL",14,43.5,-9.98,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"SURAJEST","SELL",14,43.4,-15.65,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"VENKEYS","SELL",14,43.3,-5.72,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"TEAMLEASE","SELL",14,41.6,-8.63,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"SPENCERS","SELL",14,43.5,-9.66,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"MBLINFRA","SELL",14,42.3,-7.89,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"GOYALALUM","SELL",14,44.7,-6.2,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"SIL","SELL",14,43.2,-4.8,0.446,0.5568,-0.0669,5,-0.102293577981651,"Medium","Negative","Negative",2025-09-01,"quick"
"MANINFRA","SELL",21.3,36,0.47,0.4452,0.55616,-0.06678,5,-0.10198533903482,"Medium","Negative","Negative",2025-09-01,"quick"
"MAHLOG","SELL",21.3,39.8,0.82,0.4452,0.55616,-0.06678,5,-0.10198533903482,"Medium","Negative","Negative",2025-09-01,"quick"
"BANKBETF","SELL",21.3,32.6,0.38,0.4452,0.55616,-0.06678,5,-0.10198533903482,"Medium","Negative","Negative",2025-09-01,"quick"
"DSSL","SELL",13.3,43.9,-7.71,0.4432,0.55456,-0.06648,5,-0.10121802679659,"Medium","Negative","Negative",2025-09-01,"quick"
"KSOLVES","SELL",13.3,44.4,-4.74,0.4432,0.55456,-0.06648,5,-0.10121802679659,"Medium","Negative","Negative",2025-09-01,"quick"
"GOKUL","SELL",13.3,40.9,-9.34,0.4432,0.55456,-0.06648,5,-0.10121802679659,"Medium","Negative","Negative",2025-09-01,"quick"
"REPL","SELL",13.3,44.1,-6.95,0.4432,0.55456,-0.06648,5,-0.10121802679659,"Medium","Negative","Negative",2025-09-01,"quick"
"SHIVATEX","SELL",13.3,41.3,-10.62,0.4432,0.55456,-0.06648,5,-0.10121802679659,"Medium","Negative","Negative",2025-09-01,"quick"
"RAYMOND","SELL",20.7,35,3.2,0.4428,0.55424,-0.06642,5,-0.101065124771759,"Medium","Negative","Negative",2025-09-01,"quick"
"PRIMO","SELL",20.7,37.4,0.36,0.4428,0.55424,-0.06642,5,-0.101065124771759,"Medium","Negative","Negative",2025-09-01,"quick"
"KAKATCEM","SELL",20.7,37.8,0.46,0.4428,0.55424,-0.06642,5,-0.101065124771759,"Medium","Negative","Negative",2025-09-01,"quick"
"SKYGOLD","SELL",12.7,45.9,-12.79,0.4408,0.55264,-0.06612,5,-0.100303398058252,"Medium","Negative","Negative",2025-09-01,"quick"
"REMSONSIND","SELL",12.7,42.5,-10.55,0.4408,0.55264,-0.06612,5,-0.100303398058252,"Medium","Negative","Negative",2025-09-01,"quick"
"DUCON","SELL",12.7,41.1,-6.37,0.4408,0.55264,-0.06612,5,-0.100303398058252,"Medium","Negative","Negative",2025-09-01,"quick"
"MAHAPEXLTD","SELL",12.7,40.8,-7.02,0.4408,0.55264,-0.06612,5,-0.100303398058252,"Medium","Negative","Negative",2025-09-01,"quick"
"ICICIB22","SELL",20,33.8,0.1,0.44,0.552,-0.066,5,-0.1,"Medium","Negative","Negative",2025-09-01,"quick"
"DBREALTY","SELL",34.7,32.7,-15.81,0.4388,0.55104,-0.06582,5,-0.099546279491833,"Medium","Negative","Negative",2025-09-01,"quick"
"AWHCL","SELL",34.7,38.3,-2.87,0.4388,0.55104,-0.06582,5,-0.099546279491833,"Medium","Negative","Negative",2025-09-01,"quick"
"KPITTECH","SELL",12,40.6,-12.69,0.438,0.5504,-0.0657,5,-0.0992447129909365,"Medium","Negative","Negative",2025-09-01,"quick"
"PIXTRANS","SELL",12,40,-7.52,0.438,0.5504,-0.0657,5,-0.0992447129909365,"Medium","Negative","Negative",2025-09-01,"quick"
"NIRAJ","SELL",12,41.4,-10.9,0.438,0.5504,-0.0657,5,-0.0992447129909365,"Medium","Negative","Negative",2025-09-01,"quick"
"LEXUS","SELL",12,40.2,-10.15,0.438,0.5504,-0.0657,5,-0.0992447129909365,"Medium","Negative","Negative",2025-09-01,"quick"
"SUTLEJTEX","SELL",12,41.6,-7.59,0.438,0.5504,-0.0657,5,-0.0992447129909365,"Medium","Negative","Negative",2025-09-01,"quick"
"PRUDMOULI","SELL",12,41.5,-9.24,0.438,0.5504,-0.0657,5,-0.0992447129909365,"Medium","Negative","Negative",2025-09-01,"quick"
"BANKINDIA","SELL",34,38.5,-4.27,0.436,0.5488,-0.0654,5,-0.0984939759036144,"Medium","Negative","Negative",2025-09-01,"quick"
"DBEIL","SELL",34,38.2,-2.13,0.436,0.5488,-0.0654,5,-0.0984939759036144,"Medium","Negative","Negative",2025-09-01,"quick"
"TREL","SELL",18.7,32.2,0.04,0.4348,0.54784,-0.06522,5,-0.0980457005411906,"Medium","Negative","Negative",2025-09-01,"quick"
"CANBK","SELL",33.3,33.7,-0.48,0.4332,0.54656,-0.06498,5,-0.0974505098980204,"Medium","Negative","Negative",2025-09-01,"quick"
"CSBBANK","SELL",33.3,32.7,-3.21,0.4332,0.54656,-0.06498,5,-0.0974505098980204,"Medium","Negative","Negative",2025-09-01,"quick"
"ASHOKAMET","SELL",33.3,39.8,-1.07,0.4332,0.54656,-0.06498,5,-0.0974505098980204,"Medium","Negative","Negative",2025-09-01,"quick"
"ASPINWALL","SELL",33.3,38,-2.54,0.4332,0.54656,-0.06498,5,-0.0974505098980204,"Medium","Negative","Negative",2025-09-01,"quick"
"SHRADHA","SELL",10.7,41.4,-12.88,0.4328,0.54624,-0.06492,5,-0.0973021582733813,"Medium","Negative","Negative",2025-09-01,"quick"
"AGRITECH","SELL",10.7,40.5,-7.14,0.4328,0.54624,-0.06492,5,-0.0973021582733813,"Medium","Negative","Negative",2025-09-01,"quick"
"SKFINDIA","SELL",32.7,34.4,-0.41,0.4308,0.54464,-0.06462,5,-0.0965630603705917,"Medium","Negative","Negative",2025-09-01,"quick"
"ASHOKLEY","SELL",32,34.1,-42.15,0.428,0.5424,-0.0642,5,-0.0955357142857143,"Medium","Negative","Negative",2025-09-01,"quick"
"MOM100","SELL",32,35.5,-0.25,0.428,0.5424,-0.0642,5,-0.0955357142857143,"Medium","Negative","Negative",2025-09-01,"quick"
"FINIETF","SELL",32,33.4,-0.58,0.428,0.5424,-0.0642,5,-0.0955357142857143,"Medium","Negative","Negative",2025-09-01,"quick"
"CARRARO","SELL",32,37.4,-2.34,0.428,0.5424,-0.0642,5,-0.0955357142857143,"Medium","Negative","Negative",2025-09-01,"quick"
"ALPA","SELL",32,39.1,-0.62,0.428,0.5424,-0.0642,5,-0.0955357142857143,"Medium","Negative","Negative",2025-09-01,"quick"
"GLOBE","SELL",9.3,40.5,-10.53,0.4272,0.54176,-0.06408,5,-0.095243757431629,"Medium","Negative","Negative",2025-09-01,"quick"
"AJANTPHARM","SELL",31.3,31.7,-0.44,0.4252,0.54016,-0.06378,5,-0.0945168938944873,"Medium","Negative","Negative",2025-09-01,"quick"
"ATUL","SELL",31.3,34.8,-7.33,0.4252,0.54016,-0.06378,5,-0.0945168938944873,"Medium","Negative","Negative",2025-09-01,"quick"
"CHEMFAB","SELL",31.3,34.1,-8.13,0.4252,0.54016,-0.06378,5,-0.0945168938944873,"Medium","Negative","Negative",2025-09-01,"quick"
"CORDSCABLE","SELL",31.3,36.7,-7.99,0.4252,0.54016,-0.06378,5,-0.0945168938944873,"Medium","Negative","Negative",2025-09-01,"quick"
"MUKKA","SELL",8.7,40,-8.77,0.4248,0.53984,-0.06372,5,-0.0943720379146919,"Medium","Negative","Negative",2025-09-01,"quick"
"PNB","SELL",30.7,32.5,-0.78,0.4228,0.53824,-0.06342,5,-0.0936503248670998,"Medium","Negative","Negative",2025-09-01,"quick"
"GENUSPOWER","SELL",30.7,30.5,-4.96,0.4228,0.53824,-0.06342,5,-0.0936503248670998,"Medium","Negative","Negative",2025-09-01,"quick"
"BODALCHEM","SELL",30.7,32.6,-3.12,0.4228,0.53824,-0.06342,5,-0.0936503248670998,"Medium","Negative","Negative",2025-09-01,"quick"
"ALBERTDAVD","SELL",30.7,36,-1.61,0.4228,0.53824,-0.06342,5,-0.0936503248670998,"Medium","Negative","Negative",2025-09-01,"quick"
"BANDHANBNK","SELL",30,37.7,-6.9,0.42,0.536,-0.063,5,-0.0926470588235294,"Medium","Negative","Negative",2025-09-01,"quick"
"BALRAMCHIN","SELL",30,35.3,-5.45,0.42,0.536,-0.063,5,-0.0926470588235294,"Medium","Negative","Negative",2025-09-01,"quick"
"ALOKINDS","SELL",30,32.3,-7.32,0.42,0.536,-0.063,5,-0.0926470588235294,"Medium","Negative","Negative",2025-09-01,"quick"
"ALLCARGO","SELL",30,31.9,-6.68,0.42,0.536,-0.063,5,-0.0926470588235294,"Medium","Negative","Negative",2025-09-01,"quick"
"STEELXIND","SELL",30,26.3,11.49,0.42,0.536,-0.063,5,-0.0926470588235294,"Medium","Negative","Negative",2025-09-01,"quick"
"CRISIL","SELL",29.3,35.1,-7.41,0.4172,0.53376,-0.06258,5,-0.0916520210896309,"Medium","Negative","Negative",2025-09-01,"quick"
"MIDSMALL","SELL",29.3,31.9,-2.69,0.4172,0.53376,-0.06258,5,-0.0916520210896309,"Medium","Negative","Negative",2025-09-01,"quick"
"ARVSMART","SELL",29.3,37.6,-9.56,0.4172,0.53376,-0.06258,5,-0.0916520210896309,"Medium","Negative","Negative",2025-09-01,"quick"
"APEX","SELL",29.3,33.4,-6.44,0.4172,0.53376,-0.06258,5,-0.0916520210896309,"Medium","Negative","Negative",2025-09-01,"quick"
"BEARDSELL","SELL",29.3,33.8,-8.34,0.4172,0.53376,-0.06258,5,-0.0916520210896309,"Medium","Negative","Negative",2025-09-01,"quick"
"ASAHISONG","SELL",29.3,39.9,-3.65,0.4172,0.53376,-0.06258,5,-0.0916520210896309,"Medium","Negative","Negative",2025-09-01,"quick"
"BANARISUG","SELL",29.3,39.2,-0.54,0.4172,0.53376,-0.06258,5,-0.0916520210896309,"Medium","Negative","Negative",2025-09-01,"quick"
"TATAPOWER","SELL",28.7,33.9,-1.31,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"IDBI","SELL",28.7,36.8,-3.3,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"BHARATFORG","SELL",28.7,35.8,-11.15,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"OMAXE","SELL",28.7,36.9,-11.35,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"CONFIPET","SELL",28.7,35.1,-15.84,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"CYIENTDLM","SELL",28.7,38.3,-4.12,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"KHADIM","SELL",28.7,37.2,-13.39,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"DCMNVL","SELL",28.7,32.9,-2.25,0.4148,0.53184,-0.06222,5,-0.0908056042031523,"Medium","Negative","Negative",2025-09-01,"quick"
"ABB","SELL",28,31.3,-13.71,0.412,0.5296,-0.0618,5,-0.0898255813953489,"Medium","Negative","Negative",2025-09-01,"quick"
"AIAENG","SELL",28,38.2,-6.11,0.412,0.5296,-0.0618,5,-0.0898255813953489,"Medium","Negative","Negative",2025-09-01,"quick"
"ALIVUS","SELL",28,39.6,-2.39,0.412,0.5296,-0.0618,5,-0.0898255813953489,"Medium","Negative","Negative",2025-09-01,"quick"
"BFINVEST","SELL",28,35,-5.07,0.412,0.5296,-0.0618,5,-0.0898255813953489,"Medium","Negative","Negative",2025-09-01,"quick"
"AUTOIND","SELL",28,39.6,-12.09,0.412,0.5296,-0.0618,5,-0.0898255813953489,"Medium","Negative","Negative",2025-09-01,"quick"
"BAGFILMS","SELL",28,38.1,-12.73,0.412,0.5296,-0.0618,5,-0.0898255813953489,"Medium","Negative","Negative",2025-09-01,"quick"
"IDFCFIRSTB","SELL",27.3,39.2,-0.36,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"ATGL","SELL",27.3,38.8,-5.61,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"PCBL","SELL",27.3,37.8,-0.73,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"BBTC","SELL",27.3,32.5,-5.82,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"CARERATING","SELL",27.3,35.1,-14.64,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"BIRLACORPN","SELL",27.3,38.9,-2.8,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"5PAISA","SELL",27.3,32.1,-6.88,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"COASTCORP","SELL",27.3,32.1,-16.78,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"BANG","SELL",27.3,34.8,-6.59,0.4092,0.52736,-0.06138,5,-0.0888535031847134,"Medium","Negative","Negative",2025-09-01,"quick"
"OBEROIRLTY","SELL",26.7,37.5,-11.47,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"AUROPHARMA","SELL",26.7,36.1,-3.42,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"BAJAJHFL","SELL",26.7,38,-4.04,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"RATNAMANI","SELL",26.7,37.6,-12.47,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"SILVERTUC","SELL",26.7,37,-6.27,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"DPSCLTD","SELL",26.7,36.1,-6.39,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"ATLANTAA","SELL",26.7,37.5,-13.89,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"BEDMUTHA","SELL",26.7,35.8,-6.84,0.4068,0.52544,-0.06102,5,-0.0880265435660704,"Medium","Negative","Negative",2025-09-01,"quick"
"MCX","SELL",26,35.8,-3.31,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"SRF","SELL",26,34,-4.16,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"PRESTIGE","SELL",26,37.8,-4.14,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"WABAG","SELL",26,36.3,-0.73,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"COSMOFIRST","SELL",26,38.5,-15.26,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"ALEMBICLTD","SELL",26,30.3,-7.77,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"BAJAJINDEF","SELL",26,39.7,-6.87,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"VHL","SELL",26,33.6,-5.52,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"ATL","SELL",26,33.3,-3.12,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"UNIDT","SELL",26,38.3,-4.78,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"PLAZACABLE","SELL",26,39.5,-3.24,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"SUNDARAM","SELL",26,34.5,-2.19,0.404,0.5232,-0.0606,5,-0.0870689655172414,"Medium","Negative","Negative",2025-09-01,"quick"
"CAMS","SELL",25.3,38.4,-7.05,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"MOREALTY","SELL",25.3,35.2,-9.88,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"HGS","SELL",25.3,32.9,-1.81,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"BORANA","SELL",25.3,35,-0.52,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"HPAL","SELL",25.3,31,-4.69,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"CIFL","SELL",25.3,38.4,-17.55,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"ALPHAGEO","SELL",25.3,39,-7.65,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"HPIL","SELL",25.3,39.3,-1.12,0.4012,0.52096,-0.06018,5,-0.0861190612478535,"Medium","Negative","Negative",2025-09-01,"quick"
"BAJAJHLDNG","SELL",24.7,32.5,-3.1,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"WELCORP","SELL",24.7,35.7,-4.25,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"DEEPAKNTR","SELL",24.7,36.6,-2.88,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"SOBHA","SELL",24.7,33.3,-4.48,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"AVANTIFEED","SELL",24.7,38.5,-11.12,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"CANFINHOME","SELL",24.7,32.9,-5.58,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"ALPHA","SELL",24.7,32,-2.36,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"SMALLCAP","SELL",24.7,33.2,-2.83,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"CELLO","SELL",24.7,36.3,-7.02,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"INDIANHUME","SELL",24.7,33.9,-9.14,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"CLSEL","SELL",24.7,31.4,-13.01,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"BRNL","SELL",24.7,36.6,-42.4,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"DHUNINV","SELL",24.7,35,-0.76,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"AYMSYNTEX","SELL",24.7,36.8,-18.48,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"TOTAL","SELL",24.7,35.5,-14.8,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
