"SYMBOL","TRADING_SIGNAL","TECHNICAL_SCORE","RSI","RELATIVE_STRENGTH","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","CONFIDENCE_CATEGORY","PERFORMANCE_CATEGORY","RISK_PERFORMANCE","ANALYSIS_DATE","BACKTESTING_TYPE"
"FCSSOFT","SELL",15.3,36.5,-4.14,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"TRIGYN","SELL",15.3,34,-7.27,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"INVENTURE","SELL",15.3,32,-6.24,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"SURYALAXMI","SELL",15.3,38.8,-6.15,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"SAIL","SELL",14.7,36.3,-3.01,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"EMBDL","SELL",14.7,30.7,-16.44,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"RKFORGE","SELL",14.7,39.4,-6.68,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"RITES","SELL",14.7,32,-9.59,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"OPTIEMUS","SELL",14.7,38.4,-15.19,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"LMW","SELL",14.7,30.3,-10.22,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"STYRENIX","SELL",14.7,37.4,-15.85,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"SANDUMA","SELL",14.7,33.9,-2.16,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"PDSL","SELL",14.7,32.1,-17.34,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"SALZERELEC","SELL",14.7,37.7,-7.8,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"QUESS","SELL",14.7,35.3,-9.29,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"GHCL","SELL",14.7,38.4,-5.69,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"MUFTI","SELL",14.7,35.3,-24.17,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"MAITHANALL","SELL",14.7,32,-5.97,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"TRF","SELL",14.7,31,-14.23,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"RAJMET","SELL",14.7,33.9,-24.53,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"ESSENTIA","SELL",14.7,34.1,-11.35,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"RPPL","SELL",14.7,30.4,-11.4,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"GULFPETRO","SELL",14.7,39.9,-6.23,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"HINDCOMPOS","SELL",14.7,37.4,-4.8,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"KOTHARIPRO","SELL",14.7,37.7,-8.49,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"SAMBHAAV","SELL",14.7,39.2,-4.29,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"ACEINTEG","SELL",14.7,39.7,-8.17,0.3588,0.48704,-0.05382,5,-0.0726119805720453,"Low","Negative","Negative",2025-09-01,"quick"
"APARINDS","SELL",29.3,28.9,0.6,0.3572,0.48576,-0.05358,5,-0.0721324717285945,"Low","Negative","Negative",2025-09-01,"quick"
"UTIBANKETF","SELL",29.3,27.8,0.41,0.3572,0.48576,-0.05358,5,-0.0721324717285945,"Low","Negative","Negative",2025-09-01,"quick"
"TATACOMM","SELL",14,30.6,-5.31,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"PIIND","SELL",14,33.8,-7.15,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"INDGN","SELL",14,35,-3.94,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"ELECTCAST","SELL",14,32.7,-20.19,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"SDBL","SELL",14,36.4,-10.64,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"ITI","SELL",14,37.6,-6.3,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"INSECTICID","SELL",14,34.9,-5.18,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"KAMDHENU","SELL",14,39.5,-6.69,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"DHANBANK","SELL",14,30.2,-8.11,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"DWARKESH","SELL",14,33.6,-12.95,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"TRACXN","SELL",14,30.5,-9.82,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"VRAJ","SELL",14,33.1,-9.46,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"EXPLEOSOL","SELL",14,35.4,-16.11,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"SHIVAMAUTO","SELL",14,36.9,-6.25,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"GROWWMOM50","SELL",14,31.8,-3.07,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"DICIND","SELL",14,38.3,-5.11,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"KOTARISUG","SELL",14,39.1,-15.39,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"SUPERHOUSE","SELL",14,31.6,-9.77,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"HINDCON","SELL",14,39.3,-7.06,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"IVP","SELL",14,35,-5.46,0.356,0.4848,-0.0534,5,-0.0717741935483871,"Low","Negative","Negative",2025-09-01,"quick"
"SONATSOFTW","SELL",13.3,39.2,-12.04,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"ITDCEM","SELL",13.3,36.8,-7.96,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"JINDALSAW","SELL",13.3,36,-12.84,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"ZENSARTECH","SELL",13.3,37.4,-7.83,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"IIFLCAPS","SELL",13.3,38.7,-7.85,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"REFEX","SELL",13.3,36.8,-17.36,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"SURYAROSNI","SELL",13.3,38.9,-12.98,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"GENESYS","SELL",13.3,36.5,-10.24,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"RAJESHEXPO","SELL",13.3,36.9,-5.44,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"SANOFI","SELL",13.3,33.5,-11.51,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"QUICKHEAL","SELL",13.3,38,-15.05,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"POKARNA","SELL",13.3,35.7,-13.22,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"LUXIND","SELL",13.3,31.3,-8.5,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"ZEEMEDIA","SELL",13.3,33.1,-4.87,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"TINNARUBR","SELL",13.3,31.1,-9.1,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"VINDHYATEL","SELL",13.3,36.9,-11.69,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"JNKINDIA","SELL",13.3,39.2,-14.54,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"HLVLTD","SELL",13.3,37.5,-10.17,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"TEXINFRA","SELL",13.3,31.8,-4.54,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"PONNIERODE","SELL",13.3,36.5,-11.21,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"ACCURACY","SELL",13.3,37,-12.44,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"ELDEHSG","SELL",13.3,38.8,-6.39,0.3532,0.48256,-0.05298,5,-0.0709426888055704,"Low","Negative","Negative",2025-09-01,"quick"
"BANKNIFTY1","SELL",28,28.1,0.35,0.352,0.4816,-0.0528,5,-0.0705882352941176,"Low","Negative","Negative",2025-09-01,"quick"
"BANKIETF","SELL",28,26.6,0.6,0.352,0.4816,-0.0528,5,-0.0705882352941176,"Low","Negative","Negative",2025-09-01,"quick"
"HAL","SELL",12.7,32.4,-9.66,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"IEX","SELL",12.7,35.5,-20.16,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"IKS","SELL",12.7,38.2,-7.53,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"IRCON","SELL",12.7,30.3,-15.2,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"WOCKPHARMA","SELL",12.7,34,-13.35,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"SHANKARA","SELL",12.7,32.7,-7.21,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"HPL","SELL",12.7,32,-9.04,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"MTARTECH","SELL",12.7,34.7,-13.96,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"HAPPSTMNDS","SELL",12.7,31.9,-9.19,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"KPEL","SELL",12.7,36.2,-12.17,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"RENUKA","SELL",12.7,36.3,-7.35,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"MAXESTATES","SELL",12.7,35.9,-7.46,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"SANSTAR","SELL",12.7,32.2,-5.81,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"STERTOOLS","SELL",12.7,34.3,-11.79,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"TALBROAUTO","SELL",12.7,39.4,-8.03,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"SRHHYPOLTD","SELL",12.7,32.9,-5.49,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"ADOR","SELL",12.7,34,-5.11,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"NILAINFRA","SELL",12.7,33.5,-11.4,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"NILKAMAL","SELL",12.7,38,-6.28,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"MAWANASUG","SELL",12.7,33.4,-9.85,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"UCAL","SELL",12.7,34.1,-9.67,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"KRITINUT","SELL",12.7,33.1,-13.88,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"NBIFIN","SELL",12.7,37,-12.86,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"RELCHEMQ","SELL",12.7,36.2,-5.66,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"TREEHOUSE","SELL",12.7,37.2,-45.88,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"MUKTAARTS","SELL",12.7,32.9,-10.38,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"PIONEEREMB","SELL",12.7,33.9,-9.76,0.3508,0.48064,-0.05262,5,-0.0702349172450614,"Low","Negative","Negative",2025-09-01,"quick"
"MAZDOCK","SELL",12,34.2,-16.51,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"SWSOLAR","SELL",12,32.8,-15.75,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"JBMA","SELL",12,36.6,-10.62,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"VAIBHAVGBL","SELL",12,31.7,-10.52,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"JUSTDIAL","SELL",12,31.3,-4.13,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"SUNTECK","SELL",12,37.5,-11.11,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"PRECAM","SELL",12,36.8,-11.19,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"URJA","SELL",12,36.1,-9.94,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"VLSFINANCE","SELL",12,33.1,-4.19,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"HMAAGRO","SELL",12,39.6,-5.91,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"AFSL","SELL",12,35,-3.93,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"ZIMLAB","SELL",12,33.3,-24.87,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"SIKKO","SELL",12,34.5,-14.6,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"NAGREEKEXP","SELL",12,39.4,-9.85,0.348,0.4784,-0.0522,4,-0.0694148936170213,"Low","Negative","Negative",2025-09-01,"quick"
"AARTIIND","SELL",11.3,36.1,-12.87,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"TEXRAIL","SELL",11.3,36.6,-13.22,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"JYOTICNC","SELL",11.3,36.8,-15.35,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"ABREL","SELL",11.3,31.6,-24.85,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"FINCABLES","SELL",11.3,32.3,-11.14,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SULA","SELL",11.3,32.6,-13.67,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"JKTYRE","SELL",11.3,38.9,-8.16,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"DYCL","SELL",11.3,38.6,-49.93,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"PGIL","SELL",11.3,35.2,-12.38,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"HITECH","SELL",11.3,36.8,-9.41,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"UDS","SELL",11.3,37,-13.74,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"DIAMONDYD","SELL",11.3,38.6,-12.28,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"MMTC","SELL",11.3,33.8,-17.54,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"NIITLTD","SELL",11.3,31.2,-14.16,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SHRIRAMPPS","SELL",11.3,35.4,-9.36,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"INDOSTAR","SELL",11.3,31.5,-14.88,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"GTLINFRA","SELL",11.3,37,-13.27,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"GANECOS","SELL",11.3,37.4,-7.11,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SCODATUBES","SELL",11.3,36.4,-10.25,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SPANDANA","SELL",11.3,37.7,-6.35,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"DOLATALGO","SELL",11.3,30.1,-15.89,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"DOLLAR","SELL",11.3,34.1,-5.2,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SINDHUTRAD","SELL",11.3,34.8,-9.5,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SELAN","SELL",11.3,32.8,-19.62,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"TCPLPACK","SELL",11.3,37.2,-6.1,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"LIKHITHA","SELL",11.3,35.1,-12.09,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"DISHTV","SELL",11.3,37.7,-15.31,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"VIPCLOTHNG","SELL",11.3,32,-8.57,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"LYKALABS","SELL",11.3,32,-9.28,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"TRANSWORLD","SELL",11.3,39.7,-5.54,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"MEDICAMEQ","SELL",11.3,33.3,-12.74,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SURANASOL","SELL",11.3,32.7,-8.22,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"USK","SELL",11.3,32.8,-11.23,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"SMLT","SELL",11.3,33.6,-11.3,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"INDIANCARD","SELL",11.3,34.7,-7.45,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"AKG","SELL",11.3,37.7,-6.82,0.3452,0.47616,-0.05178,4,-0.0686009538950715,"Low","Negative","Negative",2025-09-01,"quick"
"DJML","SELL",26,29.1,3.22,0.344,0.4752,-0.0516,4,-0.0682539682539682,"Low","Negative","Negative",2025-09-01,"quick"
"MRPL","SELL",10.7,36.8,-6.47,0.3428,0.47424,-0.05142,4,-0.0679080824088748,"Low","Negative","Negative",2025-09-01,"quick"
"GEOJITFSL","SELL",10.7,34.9,-8,0.3428,0.47424,-0.05142,4,-0.0679080824088748,"Low","Negative","Negative",2025-09-01,"quick"
"MMFL","SELL",10.7,39.7,-8.95,0.3428,0.47424,-0.05142,4,-0.0679080824088748,"Low","Negative","Negative",2025-09-01,"quick"
"NUVAMA","SELL",10,30.5,-8.63,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"ZENTEC","SELL",10,39.9,-21.09,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"MTNL","SELL",10,38.9,-7.35,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"EXICOM","SELL",10,37.4,-18.16,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"KDDL","SELL",10,31.9,-12.7,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"SPARC","SELL",10,36,-7.37,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"VAKRANGEE","SELL",10,33.3,-35.96,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"SNOWMAN","SELL",10,31.3,-13.5,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"UNICHEMLAB","SELL",10,37.5,-8.67,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"VIKASLIFE","SELL",10,36.6,-10.04,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"THEMISMED","SELL",10,31.6,-22.39,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"RKSWAMY","SELL",10,32.7,-16.86,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"DONEAR","SELL",10,30.3,-10.78,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"SOMICONVEY","SELL",10,34.1,-6.74,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"PASUPTAC","SELL",10,34.2,-9.98,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"JHS","SELL",10,37,-17.29,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"MCL","SELL",10,35.7,-10.19,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"RKDL","SELL",10,32.2,-7.61,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"PALASHSECU","SELL",10,37.5,-5.76,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"AKASH","SELL",10,39.1,-6.63,0.34,0.472,-0.051,4,-0.0671052631578947,"Low","Negative","Negative",2025-09-01,"quick"
"BANKBEES","SELL",24.7,27.1,0.55,0.3388,0.47104,-0.05082,4,-0.0667630057803468,"Low","Negative","Negative",2025-09-01,"quick"
"LODHA","SELL",9.3,35.2,-13.81,0.3372,0.46976,-0.05058,4,-0.0663083377031987,"Low","Negative","Negative",2025-09-01,"quick"
"KITEX","SELL",9.3,39.1,-7.05,0.3372,0.46976,-0.05058,4,-0.0663083377031987,"Low","Negative","Negative",2025-09-01,"quick"
"SHARDAMOTR","SELL",9.3,35.8,-41.73,0.3372,0.46976,-0.05058,4,-0.0663083377031987,"Low","Negative","Negative",2025-09-01,"quick"
"SEPC","SELL",9.3,36.2,-12.16,0.3372,0.46976,-0.05058,4,-0.0663083377031987,"Low","Negative","Negative",2025-09-01,"quick"
"NAZARA","SELL",8.7,30.1,-8.52,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"PGEL","SELL",8.7,32.7,-26.56,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"IRB","SELL",8.7,37,-8.06,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
